freq(Hz)	3.00e+15	eps_r	100000000.0	mu_r	0.0	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.828217798e+00	8.175518568e-13
1.838724797e+00	7.546829563e-13
1.849231796e+00	6.952388055e-13
1.859738795e+00	6.610502755e-13
1.870245794e+00	6.657778163e-13
1.880752793e+00	7.093272294e-13
1.891259791e+00	7.770663117e-13
1.901766790e+00	8.444544170e-13
1.912273789e+00	8.856963773e-13
1.922780788e+00	8.834125603e-13
1.933287787e+00	8.357231831e-13
1.943794786e+00	7.578814085e-13
1.954301785e+00	6.774746212e-13
1.964808783e+00	6.246095276e-13
1.975315782e+00	6.205204296e-13
1.985822781e+00	6.688823699e-13
1.996329780e+00	7.533579038e-13
2.006836779e+00	8.427318207e-13
2.017343778e+00	9.021331264e-13
2.027850776e+00	9.063716449e-13
2.038357775e+00	8.503227905e-13
2.048864774e+00	7.521083464e-13
2.059371773e+00	6.473626480e-13
2.069878772e+00	5.762663560e-13
2.080385771e+00	5.679950889e-13
2.090892769e+00	6.285621244e-13
2.101399768e+00	7.370865988e-13
2.111906767e+00	8.525046982e-13
2.122413766e+00	9.287158626e-13
2.132920765e+00	9.326566531e-13
2.143427764e+00	8.582615763e-13
2.153934762e+00	7.304578917e-13
2.164441761e+00	5.969639035e-13
2.174948760e+00	5.104268953e-13
2.185455759e+00	5.075004731e-13
2.195962758e+00	5.931262079e-13
2.206469757e+00	7.367086697e-13
2.216976756e+00	8.824733943e-13
2.227483754e+00	9.706731630e-13
2.237990753e+00	9.616723605e-13
2.248497752e+00	8.532563856e-13
2.259004751e+00	6.836733792e-13
2.269511750e+00	5.182912436e-13
2.280018749e+00	4.243484213e-13
2.290525747e+00	4.434554558e-13
2.301032746e+00	5.730337574e-13
2.311539745e+00	7.648843173e-13
2.322046744e+00	9.425045813e-13
2.332553743e+00	1.031109271e-12
2.343060742e+00	9.886731987e-13
2.353567740e+00	8.251776298e-13
2.364074739e+00	6.013692241e-13
2.374581738e+00	4.063461143e-13
2.385088737e+00	3.220707668e-13
2.395595736e+00	3.888484903e-13
2.406102735e+00	5.862387892e-13
2.416609734e+00	8.382629511e-13
2.427116732e+00	1.042116242e-12
2.437623731e+00	1.109696117e-12
2.448130730e+00	1.005266164e-12
2.458637729e+00	7.632446619e-13
2.469144728e+00	4.775494151e-13
2.479651727e+00	2.654066076e-13
2.490158725e+00	2.194336557e-13
2.500665724e+00	3.675001996e-13
2.511172723e+00	6.576585126e-13
2.521679722e+00	9.758088196e-13
2.532186721e+00	1.190386915e-12
2.542693720e+00	1.206682911e-12
2.553200718e+00	1.008448001e-12
2.563707717e+00	6.686645857e-13
2.574214716e+00	3.234287433e-13
2.584721715e+00	1.181124977e-13
2.595228714e+00	1.470607762e-13
2.605735713e+00	4.117828915e-13
2.616242712e+00	8.159734069e-13
2.626749710e+00	1.201078318e-12
2.637256709e+00	1.409326603e-12
2.647763708e+00	1.349151128e-12
2.658270707e+00	1.035950753e-12
2.668777706e+00	5.903877893e-13
2.679284705e+00	1.933814656e-13
2.689791703e+00	1.480127797e-14
2.700298702e+00	1.441744041e-13
2.710805701e+00	5.516414316e-13
2.721312700e+00	1.095726518e-12
2.731819699e+00	1.575863527e-12
2.742326698e+00	1.809618352e-12
2.752833696e+00	1.704536363e-12
2.763340695e+00	1.296581248e-12
2.773847694e+00	7.402748239e-13
2.784354693e+00	2.544028824e-13
2.794861692e+00	4.386949950e-14
2.805368691e+00	2.264354899e-13
2.815875690e+00	7.899739503e-13
2.826382688e+00	1.593600687e-12
2.836889687e+00	2.410237087e-12
2.847396686e+00	2.995295403e-12
2.857903685e+00	3.160550465e-12
2.868410684e+00	2.834302821e-12
2.878917683e+00	2.095508133e-12
2.889424681e+00	1.176125849e-12
2.899931680e+00	4.294963269e-13
2.910438679e+00	2.635227989e-13
2.920945678e+00	1.039562834e-12
2.931452677e+00	2.945856803e-12
2.941959676e+00	5.869926662e-12
2.952466674e+00	9.313925239e-12
2.962973673e+00	1.241078049e-11
2.973480672e+00	1.409488407e-11
2.983987671e+00	1.344998106e-11
2.994494670e+00	1.019921497e-11
3.005001669e+00	5.231211722e-12
3.015508667e+00	9.960493744e-13
3.026015666e+00	1.584202691e-12
3.036522665e+00	1.234124075e-11
3.047029664e+00	3.897470185e-11
3.057536663e+00	8.625736387e-11
3.068043662e+00	1.565824317e-10
3.078550661e+00	2.487305751e-10
3.089057659e+00	3.572227434e-10
3.099564658e+00	4.725362233e-10
3.110071657e+00	5.822682759e-10
3.120578656e+00	6.730889418e-10
3.131085655e+00	7.331003296e-10
3.141592654e+00	7.540822933e-10
