freq(Hz)	1.50e+09	eps_r	4	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.250332862e+00	5.812762540e-02
1.260839861e+00	1.280676344e-01
1.271346860e+00	2.371372085e-01
1.281853859e+00	3.752830517e-01
1.292360857e+00	5.304957783e-01
1.302867856e+00	6.897619155e-01
1.313374855e+00	8.400697923e-01
1.323881854e+00	9.693942003e-01
1.334388853e+00	1.067587639e+00
1.344895852e+00	1.127113875e+00
1.355402851e+00	1.143571864e+00
1.365909849e+00	1.115973963e+00
1.376416848e+00	1.046760713e+00
1.386923847e+00	9.415540233e-01
1.397430846e+00	8.086700524e-01
1.407937845e+00	6.584310268e-01
1.418444844e+00	5.023303765e-01
1.428951842e+00	3.521167512e-01
1.439458841e+00	2.188687738e-01
1.449965840e+00	1.121331994e-01
1.460472839e+00	3.919428420e-02
1.470979838e+00	4.531851173e-03
1.481486837e+00	9.510464172e-03
1.491993835e+00	5.232339143e-02
1.502500834e+00	1.281941236e-01
1.513007833e+00	2.298168287e-01
1.523514832e+00	3.479971062e-01
1.534021831e+00	4.724375260e-01
1.544528830e+00	5.926002613e-01
1.555035829e+00	6.985728231e-01
1.565542827e+00	7.818631407e-01
1.576049826e+00	8.360570710e-01
1.586556825e+00	8.572842856e-01
1.597063824e+00	8.444562235e-01
1.607570823e+00	7.992607501e-01
1.618077822e+00	7.259203396e-01
1.628584820e+00	6.307418638e-01
1.639091819e+00	5.215043817e-01
1.649598818e+00	4.067449110e-01
1.660105817e+00	2.950097644e-01
1.670612816e+00	1.941399752e-01
1.681119815e+00	1.106536669e-01
1.691626813e+00	4.927663196e-02
1.702133812e+00	1.265621452e-02
1.712640811e+00	1.274590415e-03
1.723147810e+00	1.355774443e-02
1.733654809e+00	4.615791125e-02
1.744161808e+00	9.437183772e-02
1.754668807e+00	1.526464082e-01
1.765175805e+00	2.151178738e-01
1.775682804e+00	2.761314283e-01
1.786189803e+00	3.306938209e-01
1.796696802e+00	3.748221542e-01
1.807203801e+00	4.057655804e-01
1.817710800e+00	4.220916233e-01
1.828217798e+00	4.236435566e-01
1.838724797e+00	4.113880545e-01
1.849231796e+00	3.871818882e-01
1.859738795e+00	3.534919218e-01
1.870245794e+00	3.131037336e-01
1.880752793e+00	2.688510729e-01
1.891259791e+00	2.233917611e-01
1.901766790e+00	1.790466422e-01
1.912273789e+00	1.377080899e-01
1.922780788e+00	1.008147476e-01
1.933287787e+00	6.938086117e-02
1.943794786e+00	4.406273069e-02
1.954301785e+00	2.524205551e-02
1.964808783e+00	1.310642774e-02
1.975315782e+00	7.710659504e-03
1.985822781e+00	9.008336201e-03
1.996329780e+00	1.685001843e-02
2.006836779e+00	3.095176666e-02
2.017343778e+00	5.084403701e-02
2.027850776e+00	7.581554611e-02
2.038357775e+00	1.048687534e-01
2.048864774e+00	1.367028500e-01
2.059371773e+00	1.697366624e-01
2.069878772e+00	2.021781466e-01
2.080385771e+00	2.321399687e-01
2.090892769e+00	2.577930415e-01
2.101399768e+00	2.775429153e-01
2.111906767e+00	2.902086364e-01
2.122413766e+00	2.951809135e-01
2.132920765e+00	2.925366925e-01
2.143427764e+00	2.830906620e-01
2.153934762e+00	2.683705017e-01
2.164441761e+00	2.505111807e-01
2.174948760e+00	2.320733059e-01
2.185455759e+00	2.158002468e-01
2.195962758e+00	2.043372693e-01
2.206469757e+00	1.999420740e-01
2.216976756e+00	2.042190604e-01
2.227483754e+00	2.179088173e-01
2.237990753e+00	2.407596844e-01
2.248497752e+00	2.715001446e-01
2.259004751e+00	3.079201077e-01
2.269511750e+00	3.470570217e-01
2.280018749e+00	3.854705799e-01
2.290525747e+00	4.195790384e-01
2.301032746e+00	4.460221442e-01
2.311539745e+00	4.620114432e-01
2.322046744e+00	4.656289242e-01
2.332553743e+00	4.560396701e-01
2.343060742e+00	4.335930257e-01
2.353567740e+00	3.997988176e-01
2.364074739e+00	3.571790700e-01
2.374581738e+00	3.090098425e-01
2.385088737e+00	2.589806300e-01
2.395595736e+00	2.108086560e-01
2.406102735e+00	1.678511394e-01
2.416609734e+00	1.327594455e-01
2.427116732e+00	1.072147525e-01
2.437623731e+00	9.177587971e-02
2.448130730e+00	8.585721152e-02
2.458637729e+00	8.783964608e-02
2.469144728e+00	9.530195518e-02
2.479651727e+00	1.053456851e-01
2.490158725e+00	1.149754851e-01
2.500665724e+00	1.214898976e-01
2.511172723e+00	1.228360634e-01
2.521679722e+00	1.178857418e-01
2.532186721e+00	1.065991188e-01
2.542693720e+00	9.005605182e-02
2.553200718e+00	7.035013559e-02
2.563707717e+00	5.035742566e-02
2.574214716e+00	3.340683366e-02
2.584721715e+00	2.289128949e-02
2.595228714e+00	2.186625373e-02
2.605735713e+00	3.268411302e-02
2.616242712e+00	5.670911156e-02
2.626749710e+00	9.414816908e-02
2.637256709e+00	1.440192754e-01
2.647763708e+00	2.042627310e-01
2.658270707e+00	2.719832632e-01
2.668777706e+00	3.437950540e-01
2.679284705e+00	4.162288824e-01
2.689791703e+00	4.861524971e-01
2.700298702e+00	5.511529967e-01
2.710805701e+00	6.098337571e-01
2.721312700e+00	6.619879433e-01
2.731819699e+00	7.086248209e-01
2.742326698e+00	7.518423500e-01
2.752833696e+00	7.945579264e-01
2.763340695e+00	8.401265110e-01
2.773847694e+00	8.918897470e-01
2.784354693e+00	9.527093033e-01
2.794861692e+00	1.024541434e+00
2.805368691e+00	1.108107075e+00
2.815875690e+00	1.202702879e+00
2.826382688e+00	1.306184327e+00
2.836889687e+00	1.415133814e+00
2.847396686e+00	1.525206403e+00
2.857903685e+00	1.631625772e+00
2.868410684e+00	1.729784970e+00
2.878917683e+00	1.815892780e+00
2.889424681e+00	1.887598376e+00
2.899931680e+00	1.944525390e+00
2.910438679e+00	1.988651858e+00
2.920945678e+00	2.024484392e+00
2.931452677e+00	2.058992290e+00
2.941959676e+00	2.101288617e+00
2.952466674e+00	2.162068645e+00
2.962973673e+00	2.252839233e+00
2.973480672e+00	2.384993690e+00
2.983987671e+00	2.568803319e+00
2.994494670e+00	2.812407778e+00
3.005001669e+00	3.120890315e+00
3.015508667e+00	3.495520547e+00
3.026015666e+00	3.933236807e+00
3.036522665e+00	4.426423022e+00
3.047029664e+00	4.963012915e+00
3.057536663e+00	5.526928913e+00
3.068043662e+00	6.098836484e+00
3.078550661e+00	6.657169010e+00
3.089057659e+00	7.179355820e+00
3.099564658e+00	7.643168543e+00
3.110071657e+00	8.028090019e+00
3.120578656e+00	8.316606531e+00
3.131085655e+00	8.495328483e+00
3.141592654e+00	8.555856508e+00
