freq(Hz)	3.00e+15	eps_r	1.0	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
6.409269293e-01	1.555029354e-21
6.514339282e-01	1.525055788e-21
6.619409270e-01	1.461362752e-21
6.724479259e-01	1.365650573e-21
6.829549247e-01	1.241319857e-21
6.934619235e-01	1.093432358e-21
7.039689224e-01	9.285674337e-22
7.144759212e-01	7.545695677e-22
7.249829201e-01	5.801895006e-22
7.354899189e-01	4.146297046e-22
7.459969177e-01	2.670136231e-22
7.565039166e-01	1.458067248e-22
7.670109154e-01	5.822519482e-23
7.775179143e-01	9.674180670e-24
7.880249131e-01	3.261077437e-24
7.985319119e-01	3.942959485e-23
8.090389108e-01	1.157566963e-22
8.195459096e-01	2.269465805e-22
8.300529085e-01	3.650437019e-22
8.405599073e-01	5.198708317e-22
8.510669062e-01	6.796792461e-22
8.615739050e-01	8.319776736e-22
8.720809038e-01	9.644864059e-22
8.825879027e-01	1.066145076e-21
8.930949015e-01	1.128089207e-21
9.036019004e-01	1.144503845e-21
9.141088992e-01	1.113264138e-21
9.246158980e-01	1.036283668e-21
9.351228969e-01	9.195119465e-22
9.456298957e-01	7.725518258e-22
9.561368946e-01	6.079036945e-22
9.666438934e-01	4.398830266e-22
9.771508923e-01	2.832971435e-22
9.876578911e-01	1.520012505e-22
9.981648899e-01	5.747824119e-23
1.008671889e+00	7.597220427e-24
1.019178888e+00	5.699128847e-24
1.029685886e+00	5.013293560e-23
1.040192885e+00	1.343234717e-22
1.050699884e+00	2.473953772e-22
1.061206883e+00	3.753124402e-22
1.071713882e+00	5.024253361e-22
1.082220881e+00	6.132620647e-22
1.092727880e+00	6.943529543e-22
1.103234878e+00	7.358634537e-22
1.113741877e+00	7.328181337e-22
1.124248876e+00	6.857398613e-22
1.134755875e+00	6.005962311e-22
1.145262874e+00	4.880338683e-22
1.155769873e+00	3.619791005e-22
1.166276871e+00	2.377770451e-22
1.176783870e+00	1.301158826e-22
1.187290869e+00	5.102594669e-23
1.197797868e+00	8.244958132e-24
1.208304867e+00	4.197703285e-24
1.218811866e+00	3.575413920e-23
1.229318864e+00	9.481491531e-23
1.239825863e+00	1.696444129e-22
1.250332862e+00	2.467492547e-22
1.260839861e+00	3.130060615e-22
1.271346860e+00	3.576940877e-22
1.281853859e+00	3.740974966e-22
1.292360857e+00	3.604101104e-22
1.302867856e+00	3.197933880e-22
1.313374855e+00	2.595869680e-22
1.323881854e+00	1.898240150e-22
1.334388853e+00	1.213318357e-22
1.344895852e+00	6.377579797e-23
1.355402851e+00	2.401408568e-23
1.365909849e+00	5.067730129e-24
1.376416848e+00	5.885020600e-24
1.386923847e+00	2.191596629e-23
1.397430846e+00	4.634463042e-23
1.407937845e+00	7.169128647e-23
1.418444844e+00	9.142348190e-23
1.428951842e+00	1.012233103e-22
1.439458841e+00	9.964742025e-23
1.449965840e+00	8.806706975e-23
1.460472839e+00	6.995244916e-23
1.470979838e+00	4.972498042e-23
1.481486837e+00	3.150223015e-23
1.491993835e+00	1.807477047e-23
1.502500834e+00	1.037693229e-23
1.513007833e+00	7.563167815e-24
1.523514832e+00	7.619571880e-24
1.534021831e+00	8.278589493e-24
1.544528830e+00	7.913872939e-24
1.555035829e+00	6.103437889e-24
1.565542827e+00	3.664890806e-24
1.576049826e+00	2.155282676e-24
1.586556825e+00	3.031543029e-24
1.597063824e+00	6.815469294e-24
1.607570823e+00	1.264032871e-23
1.618077822e+00	1.844695944e-23
1.628584820e+00	2.186528791e-23
1.639091819e+00	2.152967783e-23
1.649598818e+00	1.833327069e-23
1.660105817e+00	1.603015498e-23
1.670612816e+00	2.071387124e-23
1.681119815e+00	3.903965549e-23
1.691626813e+00	7.553773972e-23
1.702133812e+00	1.298364811e-22
1.712640811e+00	1.948944898e-22
1.723147810e+00	2.572736611e-22
1.733654809e+00	3.000033035e-22
1.744161808e+00	3.077592767e-22
1.754668807e+00	2.731266485e-22
1.765175805e+00	2.019492092e-22
1.775682804e+00	1.155276812e-22
1.786189803e+00	4.794047133e-23
1.796696802e+00	3.804223434e-23
1.807203801e+00	1.174872341e-22
1.817710800e+00	2.979148567e-22
1.828217798e+00	5.615790530e-22
1.838724797e+00	8.596225605e-22
1.849231796e+00	1.120601652e-21
1.859738795e+00	1.268937827e-21
1.870245794e+00	1.249412561e-21
1.880752793e+00	1.050736431e-21
1.891259791e+00	7.198284128e-22
1.901766790e+00	3.596472432e-22
1.912273789e+00	1.074332897e-22
1.922780788e+00	9.630292642e-23
1.933287787e+00	4.096268906e-22
1.943794786e+00	1.042314115e-21
1.954301785e+00	1.883925724e-21
1.964808783e+00	2.734270379e-21
1.975315782e+00	3.353131514e-21
1.985822781e+00	3.534175234e-21
1.996329780e+00	3.182434186e-21
2.006836779e+00	2.369076486e-21
2.017343778e+00	1.339589078e-21
2.027850776e+00	4.629492684e-22
2.038357775e+00	1.276840982e-22
2.048864774e+00	6.108128969e-22
2.059371773e+00	1.960656375e-21
2.069878772e+00	3.937860049e-21
2.080385771e+00	6.047039094e-21
2.090892769e+00	7.665336301e-21
2.101399768e+00	8.240469668e-21
2.111906767e+00	7.500297459e-21
2.122413766e+00	5.600413074e-21
2.132920765e+00	3.144587564e-21
2.143427764e+00	1.046780585e-21
2.153934762e+00	2.555564193e-22
2.164441761e+00	1.416366896e-21
2.174948760e+00	4.584438292e-21
2.185455759e+00	9.103535539e-21
2.195962758e+00	1.372584489e-20
2.206469757e+00	1.697228959e-20
2.216976756e+00	1.764239027e-20
2.227483754e+00	1.530967212e-20
2.237990753e+00	1.061371062e-20
2.248497752e+00	5.202041316e-21
2.259004751e+00	1.281194529e-21
2.269511750e+00	8.776985489e-22
2.280018749e+00	5.039374505e-21
2.290525747e+00	1.327231495e-20
2.301032746e+00	2.347206506e-20
2.311539745e+00	3.246356045e-20
2.322046744e+00	3.704900011e-20
2.332553743e+00	3.524664849e-20
2.343060742e+00	2.727119417e-20
2.353567740e+00	1.582575393e-20
2.364074739e+00	5.468074010e-21
2.374581738e+00	1.135646131e-21
2.385088737e+00	6.263082237e-21
2.395595736e+00	2.116640795e-20
2.406102735e+00	4.238616623e-20
2.416609734e+00	6.342479642e-20
2.427116732e+00	7.683446701e-20
2.437623731e+00	7.705985038e-20
2.448130730e+00	6.302517226e-20
2.458637729e+00	3.937055086e-20
2.469144728e+00	1.558701999e-20
2.479651727e+00	3.015204179e-21
2.490158725e+00	1.053916861e-20
2.500665724e+00	4.049927037e-20
2.511172723e+00	8.654795784e-20
2.521679722e+00	1.347017285e-19
2.532186721e+00	1.677628479e-19
2.542693720e+00	1.719214496e-19
2.553200718e+00	1.432101204e-19
2.563707717e+00	9.108620867e-20
2.574214716e+00	3.707612259e-20
2.584721715e+00	8.070273782e-21
2.595228714e+00	2.601986840e-20
2.605735713e+00	9.765795858e-20
2.616242712e+00	2.086031936e-19
2.626749710e+00	3.252597341e-19
2.637256709e+00	4.053434352e-19
2.647763708e+00	4.143806487e-19
2.658270707e+00	3.424153945e-19
2.668777706e+00	2.138153262e-19
2.679284705e+00	8.444143694e-20
2.689791703e+00	2.456321789e-20
2.700298702e+00	9.163548577e-20
2.710805701e+00	3.023486901e-19
2.721312700e+00	6.158819606e-19
2.731819699e+00	9.383172675e-19
2.742326698e+00	1.151488952e-18
2.752833696e+00	1.159842326e-18
2.763340695e+00	9.395202763e-19
2.773847694e+00	5.689151995e-19
2.784354693e+00	2.225030454e-19
2.794861692e+00	1.207506284e-19
2.805368691e+00	4.458238920e-19
2.815875690e+00	1.250215209e-18
2.826382688e+00	2.396144506e-18
2.836889687e+00	3.561434623e-18
2.847396686e+00	4.329869518e-18
2.857903685e+00	4.353725346e-18
2.868410684e+00	3.541961024e-18
2.878917683e+00	2.202128316e-18
2.889424681e+00	1.060120666e-18
2.899931680e+00	1.107357302e-18
2.910438679e+00	3.278852495e-18
2.920945678e+00	8.035937820e-18
2.931452677e+00	1.499300406e-17
2.941959676e+00	2.276331836e-17
2.952466674e+00	2.918340309e-17
2.962973673e+00	3.199936676e-17
2.973480672e+00	2.997065220e-17
2.983987671e+00	2.419468066e-17
2.994494670e+00	1.932173329e-17
3.005001669e+00	2.425875827e-17
3.015508667e+00	5.198949737e-17
3.026015666e+00	1.182797475e-16
3.036522665e+00	2.392736157e-16
3.047029664e+00	4.282718013e-16
3.057536663e+00	6.922474563e-16
3.068043662e+00	1.028825530e-15
3.078550661e+00	1.424469456e-15
3.089057659e+00	1.854459533e-15
3.099564658e+00	2.284929005e-15
3.110071657e+00	2.676808072e-15
3.120578656e+00	2.991104654e-15
3.131085655e+00	3.194623952e-15
3.141592654e+00	3.265079841e-15
