freq(Hz)	3.00e+15	eps_r	1.0	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.828217798e+00	8.248304365e-21
1.838724797e+00	1.193121864e-20
1.849231796e+00	1.455616785e-20
1.859738795e+00	1.537236411e-20
1.870245794e+00	1.408387254e-20
1.880752793e+00	1.097326659e-20
1.891259791e+00	6.870732659e-21
1.901766790e+00	2.961674306e-21
1.912273789e+00	4.723763239e-22
1.922780788e+00	3.136486947e-22
1.933287787e+00	2.783749820e-21
1.943794786e+00	7.425448252e-21
1.954301785e+00	1.309623800e-20
1.964808783e+00	1.825266238e-20
1.975315782e+00	2.138441505e-20
1.985822781e+00	2.148061646e-20
1.996329780e+00	1.838749325e-20
2.006836779e+00	1.293468836e-20
2.017343778e+00	6.766164157e-21
2.027850776e+00	1.897698397e-21
2.038357775e+00	1.123527529e-22
2.048864774e+00	2.369766328e-21
2.059371773e+00	8.420706798e-21
2.069878772e+00	1.677370289e-20
2.080385771e+00	2.506267220e-20
2.090892769e+00	3.073861067e-20
2.101399768e+00	3.189265065e-20
2.111906767e+00	2.795190976e-20
2.122413766e+00	2.000198514e-20
2.132920765e+00	1.058660271e-20
2.143427764e+00	2.993985556e-21
2.153934762e+00	2.149396463e-22
2.164441761e+00	3.891601691e-21
2.174948760e+00	1.361680803e-20
2.185455759e+00	2.686583432e-20
2.195962758e+00	3.965640933e-20
2.206469757e+00	4.779021733e-20
2.216976756e+00	4.830729608e-20
2.227483754e+00	4.066483619e-20
2.237990753e+00	2.718992268e-20
2.248497752e+00	1.255918786e-20
2.259004751e+00	2.376406761e-21
2.269511750e+00	1.252680018e-21
2.280018749e+00	1.102448254e-20
2.290525747e+00	2.977478242e-20
2.301032746e+00	5.211343068e-20
2.311539745e+00	7.076904801e-20
2.322046744e+00	7.906766989e-20
2.332553743e+00	7.348980362e-20
2.343060742e+00	5.536279353e-20
2.353567740e+00	3.094455221e-20
2.364074739e+00	9.660129869e-21
2.374581738e+00	9.174386207e-22
2.385088737e+00	1.052425038e-20
2.395595736e+00	3.801943835e-20
2.406102735e+00	7.606251687e-20
2.416609734e+00	1.123945373e-19
2.427116732e+00	1.339647435e-19
2.437623731e+00	1.319224685e-19
2.448130730e+00	1.056521084e-19
2.458637729e+00	6.413912196e-20
2.469144728e+00	2.374967166e-20
2.479651727e+00	2.779839203e-21
2.490158725e+00	1.445687156e-20
2.500665724e+00	6.094110993e-20
2.511172723e+00	1.308689258e-19
2.521679722e+00	2.019586056e-19
2.532186721e+00	2.484150847e-19
2.542693720e+00	2.509026494e-19
2.553200718e+00	2.054631744e-19
2.563707717e+00	1.275938652e-19
2.574214716e+00	4.903439278e-20
2.584721715e+00	7.365205415e-21
2.595228714e+00	3.146536995e-20
2.605735713e+00	1.280958654e-19
2.616242712e+00	2.753350600e-19
2.626749710e+00	4.267962541e-19
2.637256709e+00	5.268259015e-19
2.647763708e+00	5.323829096e-19
2.658270707e+00	4.337300988e-19
2.668777706e+00	2.650652453e-19
2.679284705e+00	9.868476267e-20
2.689791703e+00	2.187174048e-20
2.700298702e+00	1.027512307e-19
2.710805701e+00	3.572515931e-19
2.721312700e+00	7.313887221e-19
2.731819699e+00	1.109700352e-18
2.742326698e+00	1.352038704e-18
2.752833696e+00	1.349503117e-18
2.763340695e+00	1.080145890e-18
2.773847694e+00	6.406727308e-19
2.784354693e+00	2.348021665e-19
2.794861692e+00	1.124809875e-19
2.805368691e+00	4.733924594e-19
2.815875690e+00	1.366672859e-18
2.826382688e+00	2.628775599e-18
2.836889687e+00	3.896817660e-18
2.847396686e+00	4.713629291e-18
2.857903685e+00	4.707259555e-18
2.868410684e+00	3.791894978e-18
2.878917683e+00	2.312513260e-18
2.889424681e+00	1.054814893e-18
2.899931680e+00	1.072043960e-18
2.910438679e+00	3.338574237e-18
2.920945678e+00	8.312958340e-18
2.931452677e+00	1.555813668e-17
2.941959676e+00	2.359834184e-17
2.952466674e+00	3.017063390e-17
2.962973673e+00	3.294670288e-17
2.973480672e+00	3.066856199e-17
2.983987671e+00	2.448953931e-17
2.994494670e+00	1.918196307e-17
3.005001669e+00	2.380971512e-17
3.015508667e+00	5.150093017e-17
3.026015666e+00	1.181040025e-16
3.036522665e+00	2.397491793e-16
3.047029664e+00	4.296197851e-16
3.057536663e+00	6.944935027e-16
3.068043662e+00	1.031774077e-15
3.078550661e+00	1.427742483e-15
3.089057659e+00	1.857592175e-15
3.099564658e+00	2.287495986e-15
3.110071657e+00	2.678543952e-15
3.120578656e+00	2.991981237e-15
3.131085655e+00	3.194860212e-15
3.141592654e+00	3.265079841e-15
