frequency = 1498962292.904734 Hz; phi = 1.5707963267948966 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
1.807203800727239e+00 2.664985975684547e-20 -1.628411722064143e-20 -3.700338176760030e-19 -1.894326517850630e-19 8.983390941412050e-03 -1.522646154977934e-04
1.817710799568676e+00 2.677474069110142e-20 -1.824736750202205e-20 -2.626080647364014e-19 -1.280111700735409e-20 9.156815372425957e-03 -3.538256419577132e-04
1.828217798410114e+00 2.610615689901948e-20 -1.958643653842276e-20 -1.440617690236114e-19 1.626370278466691e-19 9.162713676281445e-03 -5.708640485048058e-04
1.838724797251551e+00 2.466682328949129e-20 -2.025916823593627e-20 -1.850617834434472e-20 3.317446914866259e-19 9.012050340953872e-03 -7.912026653168505e-04
1.849231796092989e+00 2.250387533490514e-20 -2.024647009140767e-20 1.097282846492503e-19 4.895918351992274e-19 8.719097868253227e-03 -1.002358017353598e-03
1.859738794934426e+00 1.968743467184073e-20 -1.955281309585278e-20 2.362418598632567e-19 6.316106260325304e-19 8.300863640212586e-03 -1.191908638607535e-03
1.870245793775863e+00 1.630841113376703e-20 -1.820591243100084e-20 3.567166152894411e-19 7.537394218828778e-19 7.776456025834579e-03 -1.347865095637416e-03
1.880752792617301e+00 1.247560968089779e-20 -1.625560394826125e-20 4.670637068684772e-19 8.525508278739966e-19 7.166410944627276e-03 -1.459032449958131e-03
1.891259791458738e+00 8.312234651181716e-21 -1.377195954923045e-20 5.635616617903322e-19 9.253595657070660e-19 6.492000868048204e-03 -1.515355901634644e-03
1.901766790300176e+00 3.951904725647993e-21 -1.084271112730706e-20 6.429809536935830e-19 9.703065461472758e-19 5.774548296578961e-03 -1.508240583090718e-03
1.912273789141613e+00 -4.656907630307074e-22 -7.570076744247935e-21 7.026906415969837e-19 9.864163083490623e-19 5.034765111429626e-03 -1.430836917508552e-03
1.922780787983051e+00 -4.799350665495353e-21 -4.067103358088084e-21 7.407434935641396e-19 9.736258627490873e-19 4.292137900580348e-03 -1.278283620093154e-03
1.933287786824488e+00 -8.910984416599021e-21 -4.536569656547953e-22 7.559367877638977e-19 9.327839176457721e-19 3.564377453959832e-03 -1.047901297213119e-03
1.943794785665925e+00 -1.267014348932955e-20 3.147797106140008e-21 7.478468501398870e-19 8.656204516627130e-19 2.866948184870865e-03 -7.393306761347487e-04
1.954301784507363e+00 -1.595830971145405e-20 6.616474241719152e-21 7.168363184795681e-19 7.746875818843778e-19 2.212690352028813e-03 -3.546107589058538e-04
1.964808783348800e+00 -1.867279578273892e-20 9.837459924279536e-21 6.640340842320453e-19 6.632736370224364e-19 1.611544728208332e-03 1.018063861511385e-04
1.975315782190238e+00 -2.073012583561038e-20 1.270566137216928e-20 5.912888218815113e-19 5.352932438184386e-19 1.070385895160734e-03 6.231059329969152e-04
1.985822781031675e+00 -2.206878095592881e-20 1.512938342234453e-20 5.010979372083525e-19 3.951570422119223e-19 5.929667523789198e-04 1.200225801595479e-03
1.996329779873113e+00 -2.265121565968315e-20 1.703340462441911e-20 3.965146179069896e-19 2.476253328325633e-19 1.799732227094375e-04 1.822035755815216e-03
2.006836778714550e+00 -2.246507569875550e-20 1.836144783437591e-20 2.810364229032379e-19 9.765050530108711e-20 -1.708153684682588e-04 2.475576788611612e-03
2.017343777555987e+00 -2.152357442090189e-20 1.907796161824524e-20 1.584794740641966e-19 -4.978652134918969e-20 -4.642680666437602e-04 3.146355818092696e-03
2.027850776397425e+00 -1.986501332291816e-20 1.916915369733871e-20 3.284279410997672e-20 -1.898404076052830e-19 -7.075570432497599e-04 3.818689132357466e-03
2.038357775238862e+00 -1.755146144080866e-20 1.864324459030779e-20 -9.183234897931254e-20 -3.179605891861798e-19 -9.097387791546146e-04 4.476086566105848e-03
2.048864774080300e+00 -1.466663682217220e-20 1.752993756475432e-20 -2.116030884306895e-19 -4.300402573734688e-19 -1.081277283506476e-03 5.101667113090022e-03
2.059371772921737e+00 -1.131306053842086e-20 1.587912900040964e-20 -3.227606294674855e-19 -5.225501616728542e-19 -1.233526600394188e-03 5.678595617196074e-03
2.069878771763175e+00 -7.608578578430997e-21 1.375891028329040e-20 -4.219561902533469e-19 -5.926527806849954e-19 -1.378190945352831e-03 6.190529378063787e-03
2.080385770604612e+00 -3.682368656898217e-21 1.125293743144644e-20 -5.063128391163501e-19 -6.382930665661838e-19 -1.526781322900140e-03 6.622062985059053e-03
2.090892769446050e+00 3.294332854106411e-22 8.457266903507413e-21 -5.735193880092282e-19 -6.582627571237849e-19 -1.690087397467642e-03 6.959159478940917e-03
2.101399768287487e+00 4.288338937549173e-21 5.476774670621042e-21 -6.219031697341718e-19 -6.522361407621367e-19 -1.877682732374892e-03 7.189556048007754e-03
2.111906767128925e+00 8.058189739303225e-21 2.421289982833042e-21 -6.504793032455397e-19 -6.207761229672647e-19 -2.097480300281197e-03 7.303132899831035e-03
2.122413765970362e+00 1.150975636449663e-20 -5.984151716336587e-22 -6.589749090254402e-19 -5.653104460334596e-19 -2.355353444013625e-03 7.292234706231145e-03
2.132920764811800e+00 1.452509929073547e-20 -3.474635460402775e-21 -6.478276439703947e-19 -4.880789221426050e-19 -2.654835283101436e-03 7.151935083397630e-03
2.143427763653237e+00 1.700154216607644e-20 -6.106595802631076e-21 -6.181588496575813e-19 -3.920535193057786e-19 -2.996906984989597e-03 6.880235916996879e-03
2.153934762494674e+00 1.885512276610316e-20 -8.404030529312270e-21 -5.717225160129176e-19 -2.808340566175685e-19 -3.379882427472867e-03 6.478194940744630e-03
2.164441761336112e+00 2.002340407424489e-20 -1.029035046543029e-20 -5.108321217409093e-19 -1.585230884052740e-19 -3.799393655384866e-03 5.949976785191987e-03
2.174948760177549e+00 2.046754981176665e-20 -1.170528585315628e-20 -4.382681927465192e-19 -2.958425800874582e-20 -4.248478271139202e-03 5.302824683434865e-03
2.185455759018986e+00 2.017359384813101e-20 -1.260691258889354e-20 -3.571700925185425e-19 1.013110429089907e-19 -4.717766590332386e-03 4.546952098700833e-03
2.195962757860424e+00 1.915286047786760e-20 -1.297299207327573e-20 -2.709161003622155e-19 2.294434834672789e-19 -5.195763136727376e-03 3.695355668039853e-03
2.206469756701861e+00 1.744152161076585e-20 -1.280158023653514e-20 -1.829962255920080e-19 3.502066332652955e-19 -5.669213941031749e-03 2.763552977304107e-03
2.216976755543299e+00 1.509930648845878e-20 -1.211088808002889e-20 -9.688243492902155e-20 4.592633687114392e-19 -6.123548237094437e-03 1.769250735630996e-03
2.227483754384736e+00 1.220740859345630e-20 -1.093840339340758e-20 -1.590102894300593e-20 5.526925424024418e-19 -6.543380603849662e-03 7.319508447035349e-04
2.237990753226174e+00 8.865661953715237e-21 -9.339310173817676e-21 5.688820981943553e-20 6.271209533327661e-19 -6.913057459892305e-03 -3.274963955647210e-04
2.248497752067611e+00 5.189084115178936e-21 -7.384267715083442e-21 1.188017544077269e-19 6.798361663082159e-19 -7.217230148127240e-03 -1.387381187297304e-03
2.259004750909049e+00 1.303904788746596e-21 -5.156634431276574e-21 1.676270500084721e-19 7.088763911870394e-19 -7.441435706464954e-03 -2.425653240921777e-03
2.269511749750486e+00 -2.656783176461822e-21 -2.749241397760623e-21 2.016988778746237e-19 7.130944236834743e-19 -7.572665849058141e-03 -3.420457954314143e-03
2.280018748591924e+00 -6.557600897531557e-21 -2.608366181101634e-22 2.199547279302331e-19 6.921935422147986e-19 -7.599904707674217e-03 -4.350676234481135e-03
2.290525747433361e+00 -1.026553125147923e-20 2.207667415470721e-21 2.219673261838943e-19 6.467342189302251e-19 -7.514616514479047e-03 -5.196454187530185e-03
2.301032746274798e+00 -1.365447760180339e-20 4.557003616786013e-21 2.079533109364223e-19 5.781115044692909e-19 -7.311165638411199e-03 -5.939709019585838e-03
2.311539745116236e+00 -1.660957684242351e-20 6.693276826794493e-21 1.787579314860979e-19 4.885039507092936e-19 -6.987153192400179e-03 -6.564597966614210e-03
2.322046743957673e+00 -1.903111868773005e-20 8.531469707549596e-21 1.358165224429200e-19 3.807959092259929e-19 -6.543656765305049e-03 -7.057937892647006e-03
2.332553742799111e+00 -2.083793679135990e-20 9.998599339741621e-21 8.109435382507852e-20 2.584759519530898e-19 -5.985362641056822e-03 -7.409564342236814e-03
2.343060741640548e+00 -2.197015556915576e-20 1.103640912462960e-20 1.700724109130132e-20 1.255149733791029e-19 -5.320583072728404e-03 -7.612620274185939e-03
2.353567740481985e+00 -2.239119890162568e-20 1.160349805242634e-20 -5.367400815907621e-20 -1.377177731103807e-20 -4.561154691654190e-03 -7.663766402188663e-03
2.364074739323423e+00 -2.208899242676103e-20 1.167681040588129e-20 -1.279316577955142e-19 -1.548739440400710e-19 -3.722217849865065e-03 -7.563306980107634e-03
2.374581738164860e+00 -2.107631902132668e-20 1.125243274599126e-20 -2.026175246041992e-19 -2.932414256173795e-19 -2.821880507292246e-03 -7.315226946140959e-03
2.385088737006298e+00 -1.939031634172502e-20 1.034567070284452e-20 -2.745734979900738e-19 -4.244404882303366e-19 -1.880774066516350e-03 -6.927138528340176e-03
2.395595735847735e+00 -1.709113493982391e-20 8.990404727159387e-21 -3.407515934506498e-19 -5.443052532082102e-19 -9.215122075977117e-04 -6.410137658688817e-03
2.406102734689173e+00 -1.425980445710831e-20 7.237750572219103e-21 -3.983290765843111e-19 -6.490793576930353e-19 3.193283507900120e-05 -5.778572788216542e-03
2.416609733530610e+00 -1.099538272711331e-20 5.154075898753601e-21 -4.448143996332269e-19 -7.355429379070692e-19 9.549190970622079e-04 -5.049730885862897e-03
2.427116732372048e+00 -7.411487333846898e-21 2.818448091395151e-21 -4.781400536588863e-19 -8.011206032852750e-19 1.822868817317328e-03 -4.243447485284013e-03
2.437623731213485e+00 -3.632330425926511e-21 3.196092805327050e-22 -4.967389426072945e-19 -8.439667366369686e-19 2.612025527232375e-03 -3.381649565829317e-03
2.448130730054923e+00 2.116053639778008e-22 -2.247408083678709e-21 -4.996015117939007e-19 -8.630252473934024e-19 3.300211030187836e-03 -2.487841769965906e-03
2.458637728896360e+00 3.988099787309526e-21 -4.784898588811978e-21 -4.863115893352392e-19 -8.580617942686119e-19 3.867558404569685e-03 -1.586547928096504e-03
2.469144727737797e+00 7.567779486657534e-21 -7.196199124559721e-21 -4.570596978073057e-19 -8.296674493547412e-19 4.297197307075312e-03 -7.027210475582454e-04
2.479651726579235e+00 1.082859540892483e-20 -9.389363490081043e-21 -4.126334353671465e-19 -7.792337645785668e-19 4.575868756891354e-03 1.388642031867490e-04
2.490158725420672e+00 1.366003831740911e-20 -1.128065933620294e-20 -3.543853796809536e-19 -7.089001892516710e-19 4.694448233828475e-03 9.142219431790831e-04
2.500665724262110e+00 1.596694689044216e-20 -1.279775702580420e-20 -2.841798028419162e-19 -6.214757399354105e-19 4.648358288803582e-03 1.600753694747763e-03
2.511172723103547e+00 1.767277723138682e-20 -1.388249137966853e-20 -2.043202703996341e-19 -5.203377080811582e-19 4.437854882690041e-03 2.177820560712363e-03
2.521679721944984e+00 1.872222149148129e-20 -1.449309303397116e-20 -1.174609039235556e-19 -4.093109763930041e-19 4.068175255912838e-03 2.627274869161612e-03
2.532186720786422e+00 1.908308606248289e-20 -1.460580569253434e-20 -2.650468839124625e-20 -2.925321745795432e-19 3.549539181772559e-03 2.933938046394411e-03
2.542693719627859e+00 1.874736563456209e-20 -1.421582819704855e-20 6.550731879008766e-20 -1.743034165228197e-19 2.896999849054143e-03 3.086012658422439e-03
2.553200718469297e+00 1.773147743354449e-20 -1.333754523447964e-20 1.555116884039484e-19 -5.894070651166306e-20 2.130145217712163e-03 3.075418042098579e-03
2.563707717310734e+00 1.607564917194364e-20 -1.200403674371599e-20 2.405388646103851e-19 4.937772951806207e-20 1.272655349409577e-03 2.898040696933126e-03
2.574214716152172e+00 1.384248365046602e-20 -1.026588271501365e-20 3.178255750840928e-19 1.467579462036932e-19 3.517257817728083e-04 2.553892590018148e-03
2.584721714993609e+00 1.111475150533695e-20 -8.189306123644887e-21 3.849191740887590e-19 2.297265690250114e-19 -6.026286588265166e-04 2.047172695418482e-03
2.595228713835047e+00 7.992490316631060e-21 -5.853721252113867e-21 4.397699905894901e-19 2.953521977168693e-19 -1.558371270894124e-03 1.386229397091840e-03
2.605735712676484e+00 4.589512243584752e-21 -3.348776737734593e-21 4.808082028122403e-19 3.413477794201560e-19 -2.482320361919777e-03 5.834237779039372e-04
2.616242711517921e+00 1.029442701990357e-21 -7.710015266722524e-22 5.070023385276919e-19 3.661504816849410e-19 -3.341081063608861e-03 -3.451037594997567e-04
2.626749710359359e+00 -2.558571359723655e-21 1.779823168463738e-21 5.178971854536215e-19 3.689763870920942e-19 -4.102005490790120e-03 -1.379758699467101e-03
2.637256709200796e+00 -6.044333849659748e-21 4.204432370865351e-21 5.136296633265522e-19 3.498482130852526e-19 -4.734153417956802e-03 -2.497902299890927e-03
2.647763708042234e+00 -9.301096917383247e-21 6.407847187359477e-21 4.949220301892946e-19 3.095952015845505e-19 -5.209225265811037e-03 -3.674336849193947e-03
2.658270706883671e+00 -1.220992717704869e-20 8.303006381976916e-21 4.630526401480018e-19 2.498252900491215e-19 -5.502439684513154e-03 -4.881855025259279e-03
2.668777705725109e+00 -1.466378957745374e-20 9.814124647237182e-21 4.198053072649449e-19 1.728706350435201e-19 -5.593329380042133e-03 -6.091840384376217e-03
2.679284704566546e+00 -1.657120796542988e-20 1.087965207602380e-20 3.673991296666908e-19 8.170847754860093e-20 -5.466431015353623e-03 -7.274904608892653e-03
2.689791703407983e+00 -1.785937653115993e-20 1.145472346874690e-20 3.084013600313393e-19 -2.013981568818999e-20 -5.111847961041908e-03 -8.401546089323524e-03
2.700298702249421e+00 -1.847661583146742e-20 1.151300433877623e-20 2.456265465123769e-19 -1.287279578361459e-19 -4.525668277547373e-03 -9.442813744815657e-03
2.710805701090858e+00 -1.839409026839695e-20 1.104786215047846e-20 1.820256884219526e-19 -2.398180031625020e-19 -3.710224466842269e-03 -1.037095972100448e-02
2.721312699932296e+00 -1.760672993613221e-20 1.007281565979034e-20 1.205695344792239e-19 -3.490230066157580e-19 -2.674186101770942e-03 -1.116006476248660e-02
2.731819698773733e+00 -1.613332771990515e-20 8.621241351917442e-21 6.413038394522015e-20 -4.519541239471442e-19 -1.432481278693566e-03 -1.178662064331957e-02
2.742326697615171e+00 -1.401581145097659e-20 6.745342942454810e-21 1.536682381814278e-20 -5.443670684013808e-19 -6.047787857509391e-06 -1.223005504702829e-02
2.752833696456608e+00 -1.131771977361908e-20 4.514416754426110e-21 -2.338425445168211e-20 -6.223028922904100e-19 1.578580201708487e-03 -1.247318569917699e-02
2.763340695298046e+00 -8.121938149595251e-21 2.012471534127024e-21 -5.020426454502378e-20 -6.822182898426898e-19 3.289839445227331e-03 -1.250259234075613e-02
2.773847694139483e+00 -4.527777138241420e-21 -6.647150083291678e-22 -6.367446701939748e-20 -7.211010128319162e-19 5.091844062669322e-03 -1.230889724782298e-02
2.784354692980920e+00 -6.474978453068923e-22 -3.412999812440730e-21 -6.293928562771749e-20 -7.365665380025591e-19 6.945212393908361e-03 -1.188694739969417e-02
2.794861691822358e+00 3.397591563961327e-21 -6.123617923064213e-21 -4.774889443811735e-20 -7.269328052670878e-19 8.807992268445817e-03 -1.123589401246136e-02
2.805368690663795e+00 7.481329803993765e-21 -8.687132559254113e-21 -1.847931957861489e-20 -6.912706334838018e-19 1.063666009991475e-02 -1.035916791638769e-02
2.815875689505233e+00 1.147703870805692e-20 -1.099745039734009e-20 2.387088610836130e-20 -6.294282880377732e-19 1.238716738119418e-02 -9.264352088126102e-03
2.826382688346670e+00 1.526184919602077e-20 -1.295575755329618e-20 7.770748525027982e-20 -5.420295904278033e-19 1.401600711797993e-02 -7.962955470638407e-03
2.836889687188108e+00 1.872086537461538e-20 -1.447423381154957e-20 1.408901459949728e-19 -4.304458919852063e-19 1.548127251061047e-02 -6.470094942242766e-03
2.847396686029545e+00 2.175102149698605e-20 -1.547940982757719e-20 2.108031765173429e-19 -2.967431486427419e-19 1.674368076228002e-02 -4.804094848983253e-03
2.857903684870982e+00 2.426449794446235e-20 -1.591504408567703e-20 2.844450206228212e-19 -1.436061989855853e-19 1.776753621694185e-02 -2.986015812278783e-03
2.868410683712420e+00 2.619157852565385e-20 -1.574441290271996e-20 3.585334339028053e-19 2.575686682138507e-20 1.852160904892869e-02 -1.039126493729150e-03
2.878917682553857e+00 2.748285163605704e-20 -1.495192715561373e-20 4.296226708439684e-19 2.077266817518248e-19 1.897990835516291e-02 1.011666424362304e-03
2.889424681395295e+00 2.811068145817988e-20 -1.354401295564815e-20 4.942285538517998e-19 3.983968079937106e-19 1.912233163903526e-02 3.140413653877409e-03
2.899931680236732e+00 2.806990156259153e-20 -1.154921936621951e-20 5.489569822146013e-19 5.937056652113535e-19 1.893517620997002e-02 5.320727079914274e-03
2.910438679078170e+00 2.737771106045952e-20 -9.017543544488365e-21 5.906312842528290e-19 7.895714382939618e-19 1.841150183359163e-02 7.526374743886187e-03
2.920945677919607e+00 2.607278186735909e-20 -6.018991415444081e-21 6.164138252682635e-19 9.820251592831915e-19 1.755133793055084e-02 9.731850266121276e-03
2.931452676761044e+00 2.421361365691090e-20 -2.641419172404550e-21 6.239174575671109e-19 1.167337267898748e-18 1.636173261534949e-02 1.191290085610463e-02
2.941959675602482e+00 2.187619971520495e-20 1.012273425333265e-21 6.113027310254170e-19 1.342133232408428e-18 1.485664477365458e-02 1.404699946535886e-02
2.952466674443919e+00 1.915109120938095e-20 4.827503735297588e-21 5.773572619891136e-19 1.503494246776545e-18 1.305668409138148e-02 1.611374849833025e-02
2.962973673285357e+00 1.613996849522131e-20 8.681806675722739e-21 5.215542680384825e-19 1.649039594774117e-18 1.098870737777414e-02 1.809520475523782e-02
2.973480672126794e+00 1.295184526438496e-20 1.244894468575127e-20 4.440879949466622e-19 1.776987965726032e-18 8.685282590411505e-03 1.997611786731196e-02
2.983987670968232e+00 9.699043967067596e-21 1.600318547938148e-20 3.458845647206417e-19 1.886195794298788e-18 6.184034612188125e-03 2.174407731769593e-02
2.994494669809669e+00 6.493088598617599e-21 1.922359935611350e-20 2.285876316071036e-19 1.976171549388147e-18 3.526889006785969e-03 2.338956612923917e-02
3.005001668651107e+00 3.440663345124256e-21 2.199822652104880e-20 9.451911605856056e-20 2.047065783689048e-18 7.592316664368960e-04 2.490592234577620e-02
3.015508667492544e+00 6.397826667810353e-22 2.422796881753462e-20 -5.338383639264769e-20 2.099637643738658e-18 -2.070996542409352e-03 2.628921243567044e-02
3.026015666333981e+00 -1.823689728772836e-21 2.583006935728090e-20 -2.116536847088802e-19 2.135199397957810e-18 -4.914250323676745e-03 2.753802360493424e-02
3.036522665175419e+00 -3.879048606470217e-21 2.674105743434743e-20 -3.763963510846051e-19 2.155541336504928e-18 -7.720355630048333e-03 2.865318462563644e-02
3.047029664016856e+00 -5.473174674707380e-21 2.691905434975339e-20 -5.434106714712035e-19 2.162840102924551e-18 -1.043949060063852e-02 2.963742707431271e-02
3.057536662858294e+00 -6.572296142206685e-21 2.634535771606748e-20 -7.083194411068321e-19 2.159554108269291e-18 -1.302315244792802e-02 3.049500075597132e-02
3.068043661699731e+00 -7.163023011112545e-21 2.502524668962116e-20 -8.667076375314822e-19 2.148310132484210e-18 -1.542509188163682e-02 3.123125849680105e-02
3.078550660541169e+00 -7.252619235866616e-21 2.298797752101410e-20 -1.014263136599162e-18 2.131785519232164e-18 -1.760219783630051e-02 3.185222637330251e-02
3.089057659382606e+00 -6.868505565632392e-21 2.028596687648199e-20 -1.146915133436157e-18 2.112590508446817e-18 -1.951531667763741e-02 3.236417577581062e-02
3.099564658224043e+00 -6.057013794889636e-21 1.699318857942805e-20 -1.260965544055759e-18 2.093155221088663e-18 -2.112999165155222e-02 3.277321346754009e-02
3.110071657065481e+00 -4.881440268453158e-21 1.320283676169981e-20 -1.353208892386658e-18 2.075625614317589e-18 -2.241711006399041e-02 3.308490500359799e-02
3.120578655906918e+00 -3.419471852115287e-21 9.024333937403159e-21 -1.421036573947383e-18 2.061772370083328e-18 -2.335344750147918e-02 3.330394554447192e-02
3.131085654748356e+00 -1.760080278881637e-21 4.579785320615557e-21 -1.462521917876048e-18 2.052916179233998e-18 -2.392210028954946e-02 3.343389028076534e-02
3.141592653589793e+00 0.000000000000000e+00 0.000000000000000e+00 -1.476483124970425e-18 2.049872255198544e-18 -2.411279931484588e-02 3.347695444312181e-02
