freq(Hz)	8.99e+08	eps_r	4	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.828217798e+00	1.534977506e-01
1.838724797e+00	1.269941471e-01
1.849231796e+00	1.062346725e-01
1.859738795e+00	9.171061347e-02
1.870245794e+00	8.366013780e-02
1.880752793e+00	8.206369340e-02
1.891259791e+00	8.664992232e-02
1.901766790e+00	9.691178754e-02
1.912273789e+00	1.121321561e-01
1.922780788e+00	1.314176585e-01
1.933287787e+00	1.537392737e-01
1.943794786e+00	1.779777899e-01
1.954301785e+00	2.029720811e-01
1.964808783e+00	2.275680241e-01
1.975315782e+00	2.506658727e-01
1.985822781e+00	2.712640025e-01
1.996329780e+00	2.884971349e-01
2.006836779e+00	3.016674381e-01
2.017343778e+00	3.102672638e-01
2.027850776e+00	3.139927010e-01
2.038357775e+00	3.127475817e-01
2.048864774e+00	3.066380450e-01
2.059371773e+00	2.959582165e-01
2.069878772e+00	2.811679866e-01
2.080385771e+00	2.628642298e-01
2.090892769e+00	2.417470964e-01
2.101399768e+00	2.185832093e-01
2.111906767e+00	1.941676951e-01
2.122413766e+00	1.692869769e-01
2.132920765e+00	1.446841554e-01
2.143427764e+00	1.210286041e-01
2.153934762e+00	9.889112866e-02
2.164441761e+00	7.872569630e-02
2.174948760e+00	6.085835306e-02
2.185455759e+00	4.548353731e-02
2.195962758e+00	3.266758726e-02
2.206469757e+00	2.235885487e-02
2.216976756e+00	1.440349753e-02
2.227483754e+00	8.565741025e-03
2.237990753e+00	4.551207574e-03
2.248497752e+00	2.031790837e-03
2.259004751e+00	6.705396745e-04
2.269511750e+00	1.450843269e-04
2.280018749e+00	1.682953611e-04
2.290525747e+00	5.050964583e-04
2.301032746e+00	9.846411842e-04
2.311539745e+00	1.507392447e-03
2.322046744e+00	2.046990306e-03
2.332553743e+00	2.647137169e-03
2.343060742e+00	3.414047563e-03
2.353567740e+00	4.505282779e-03
2.364074739e+00	6.116001775e-03
2.374581738e+00	8.463795856e-03
2.385088737e+00	1.177332766e-02
2.395595736e+00	1.626196199e-02
2.406102735e+00	2.212745965e-02
2.416609734e+00	2.953861384e-02
2.427116732e+00	3.862945468e-02
2.437623731e+00	4.949734793e-02
2.448130730e+00	6.220499016e-02
2.458637729e+00	7.678597503e-02
2.469144728e+00	9.325329864e-02
2.479651727e+00	1.116099061e-01
2.490158725e+00	1.318601778e-01
2.500665724e+00	1.540211260e-01
2.511172723e+00	1.781320358e-01
2.521679722e+00	2.042613403e-01
2.532186721e+00	2.325096695e-01
2.542693720e+00	2.630082560e-01
2.553200718e+00	2.959121921e-01
2.563707717e+00	3.313884096e-01
2.574214716e+00	3.695986666e-01
2.584721715e+00	4.106782445e-01
2.595228714e+00	4.547114703e-01
2.605735713e+00	5.017055380e-01
2.616242712e+00	5.515644030e-01
2.626749710e+00	6.040647200e-01
2.637256709e+00	6.588358886e-01
2.647763708e+00	7.153462366e-01
2.658270707e+00	7.728972047e-01
2.668777706e+00	8.306271040e-01
2.679284705e+00	8.875256005e-01
2.689791703e+00	9.424595636e-01
2.700298702e+00	9.942103113e-01
2.710805701e+00	1.041521632e+00
2.721312700e+00	1.083157286e+00
2.731819699e+00	1.117966043e+00
2.742326698e+00	1.144951688e+00
2.752833696e+00	1.163344938e+00
2.763340695e+00	1.172673812e+00
2.773847694e+00	1.172828756e+00
2.784354693e+00	1.164118758e+00
2.794861692e+00	1.147314837e+00
2.805368691e+00	1.123677563e+00
2.815875690e+00	1.094965794e+00
2.826382688e+00	1.063424496e+00
2.836889687e+00	1.031750300e+00
2.847396686e+00	1.003034419e+00
2.857903685e+00	9.806835489e-01
2.868410684e+00	9.683204057e-01
2.878917683e+00	9.696665978e-01
2.889424681e+00	9.884114707e-01
2.899931680e+00	1.028071408e+00
2.910438679e+00	1.091844753e+00
2.920945678e+00	1.182467988e+00
2.931452677e+00	1.302079077e+00
2.941959676e+00	1.452093863e+00
2.952466674e+00	1.633101158e+00
2.962973673e+00	1.844781670e+00
2.973480672e+00	2.085855130e+00
2.983987671e+00	2.354059035e+00
2.994494670e+00	2.646161262e+00
3.005001669e+00	2.958007517e+00
3.015508667e+00	3.284603248e+00
3.026015666e+00	3.620228222e+00
3.036522665e+00	3.958580645e+00
3.047029664e+00	4.292946436e+00
3.057536663e+00	4.616388159e+00
3.068043662e+00	4.921947223e+00
3.078550661e+00	5.202852292e+00
3.089057659e+00	5.452726490e+00
3.099564658e+00	5.665785865e+00
3.110071657e+00	5.837021839e+00
3.120578656e+00	5.962360861e+00
3.131085655e+00	6.038795301e+00
3.141592654e+00	6.064480638e+00
