freq(Hz)	1.50e+09	eps_r	4	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
3.005001669e+00	5.630512343e+00
3.015508667e+00	5.914735476e+00
3.026015666e+00	6.172978950e+00
3.036522665e+00	6.419947386e+00
3.047029664e+00	6.668183699e+00
3.057536663e+00	6.925853107e+00
3.068043662e+00	7.195276985e+00
3.078550661e+00	7.472417053e+00
3.089057659e+00	7.747368261e+00
3.099564658e+00	8.005769749e+00
3.110071657e+00	8.230909113e+00
3.120578656e+00	8.406195150e+00
3.131085655e+00	8.517622602e+00
3.141592654e+00	8.555856508e+00
