freq(Hz)	3.00e+15	eps_r	100000000.0	mu_r	0.0	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.071713882e+00	8.150621932e-13
1.082220881e+00	8.148992287e-13
1.092727880e+00	8.149319612e-13
1.103234878e+00	8.151087421e-13
1.113741877e+00	8.153364540e-13
1.124248876e+00	8.155038068e-13
1.134755875e+00	8.155109389e-13
1.145262874e+00	8.152975557e-13
1.155769873e+00	8.148617023e-13
1.166276871e+00	8.142633334e-13
1.176783870e+00	8.136107119e-13
1.187290869e+00	8.130323824e-13
1.197797868e+00	8.126417632e-13
1.208304867e+00	8.125040051e-13
1.218811866e+00	8.126147883e-13
1.229318864e+00	8.128979564e-13
1.239825863e+00	8.132238856e-13
1.250332862e+00	8.134445546e-13
1.260839861e+00	8.134360804e-13
1.271346860e+00	8.131366241e-13
1.281853859e+00	8.125680961e-13
1.292360857e+00	8.118341234e-13
1.302867856e+00	8.110933508e-13
1.313374855e+00	8.105145465e-13
1.323881854e+00	8.102259733e-13
1.334388853e+00	8.102741217e-13
1.344895852e+00	8.106050861e-13
1.355402851e+00	8.110758079e-13
1.365909849e+00	8.114936374e-13
1.376416848e+00	8.116737124e-13
1.386923847e+00	8.114973191e-13
1.397430846e+00	8.109529015e-13
1.407937845e+00	8.101455987e-13
1.418444844e+00	8.092702311e-13
1.428951842e+00	8.085540047e-13
1.439458841e+00	8.081853989e-13
1.449965840e+00	8.082513270e-13
1.460472839e+00	8.087035154e-13
1.470979838e+00	8.093669656e-13
1.481486837e+00	8.099904419e-13
1.491993835e+00	8.103250556e-13
1.502500834e+00	8.102067344e-13
1.513007833e+00	8.096153888e-13
1.523514832e+00	8.086895039e-13
1.534021831e+00	8.076884068e-13
1.544528830e+00	8.069115977e-13
1.555035829e+00	8.065997574e-13
1.565542827e+00	8.068499698e-13
1.576049826e+00	8.075750578e-13
1.586556825e+00	8.085237831e-13
1.597063824e+00	8.093587652e-13
1.607570823e+00	8.097687216e-13
1.618077822e+00	8.095780945e-13
1.628584820e+00	8.088155670e-13
1.639091819e+00	8.077148675e-13
1.649598818e+00	8.066434150e-13
1.660105817e+00	8.059796667e-13
1.670612816e+00	8.059796767e-13
1.681119815e+00	8.066798788e-13
1.691626813e+00	8.078731444e-13
1.702133812e+00	8.091711146e-13
1.712640811e+00	8.101353811e-13
1.723147810e+00	8.104339300e-13
1.733654809e+00	8.099672835e-13
1.744161808e+00	8.089164032e-13
1.754668807e+00	8.076902545e-13
1.765175805e+00	8.067866713e-13
1.775682804e+00	8.066131805e-13
1.786189803e+00	8.073321940e-13
1.796696802e+00	8.087897148e-13
1.807203801e+00	8.105588365e-13
1.817710800e+00	8.120878525e-13
1.828217798e+00	8.129025966e-13
1.838724797e+00	8.127891423e-13
1.849231796e+00	8.118863166e-13
1.859738795e+00	8.106481031e-13
1.870245794e+00	8.096838504e-13
1.880752793e+00	8.095317911e-13
1.891259791e+00	8.104501605e-13
1.901766790e+00	8.123077395e-13
1.912273789e+00	8.146210073e-13
1.922780788e+00	8.167299806e-13
1.933287787e+00	8.180498673e-13
1.943794786e+00	8.183027122e-13
1.954301785e+00	8.176366978e-13
1.964808783e+00	8.165813063e-13
1.975315782e+00	8.158498838e-13
1.985822781e+00	8.160628744e-13
1.996329780e+00	8.174999602e-13
2.006836779e+00	8.199819207e-13
2.017343778e+00	8.229341205e-13
2.027850776e+00	8.256112783e-13
2.038357775e+00	8.273963414e-13
2.048864774e+00	8.280529299e-13
2.059371773e+00	8.278263560e-13
2.069878772e+00	8.273482363e-13
2.080385771e+00	8.273806927e-13
2.090892769e+00	8.285044971e-13
2.101399768e+00	8.308815259e-13
2.111906767e+00	8.341927872e-13
2.122413766e+00	8.377796967e-13
2.132920765e+00	8.409288282e-13
2.143427764e+00	8.431770824e-13
2.153934762e+00	8.445040018e-13
2.164441761e+00	8.453270586e-13
2.174948760e+00	8.463037769e-13
2.185455759e+00	8.480324530e-13
2.195962758e+00	8.507903050e-13
2.206469757e+00	8.544307287e-13
2.216976756e+00	8.584859040e-13
2.227483754e+00	8.624214540e-13
2.237990753e+00	8.659139109e-13
2.248497752e+00	8.690081951e-13
2.259004751e+00	8.720713136e-13
2.269511750e+00	8.755641522e-13
2.280018749e+00	8.797537947e-13
2.290525747e+00	8.845305789e-13
2.301032746e+00	8.894491555e-13
2.311539745e+00	8.939962358e-13
2.322046744e+00	8.979548033e-13
2.332553743e+00	9.016566516e-13
2.343060742e+00	9.059437610e-13
2.353567740e+00	9.117955459e-13
2.364074739e+00	9.197660100e-13
2.374581738e+00	9.295174599e-13
2.385088737e+00	9.397479547e-13
2.395595736e+00	9.486558836e-13
2.406102735e+00	9.548176767e-13
2.416609734e+00	9.580957630e-13
2.427116732e+00	9.600856539e-13
2.437623731e+00	9.637441212e-13
2.448130730e+00	9.721958866e-13
2.458637729e+00	9.871534173e-13
2.469144728e+00	1.007690226e-12
2.479651727e+00	1.030093414e-12
2.490158725e+00	1.049124300e-12
2.500665724e+00	1.060360395e-12
2.511172723e+00	1.062661033e-12
2.521679722e+00	1.059522564e-12
2.532186721e+00	1.058384791e-12
2.542693720e+00	1.067788771e-12
2.553200718e+00	1.093355510e-12
2.563707717e+00	1.134361534e-12
2.574214716e+00	1.182767339e-12
2.584721715e+00	1.225715560e-12
2.595228714e+00	1.250987372e-12
2.605735713e+00	1.253312097e-12
2.616242712e+00	1.238551437e-12
2.626749710e+00	1.223213497e-12
2.637256709e+00	1.228548407e-12
2.647763708e+00	1.271024953e-12
2.658270707e+00	1.353174374e-12
2.668777706e+00	1.459450673e-12
2.679284705e+00	1.560248306e-12
2.689791703e+00	1.623829848e-12
2.700298702e+00	1.631929729e-12
2.710805701e+00	1.592059861e-12
2.721312700e+00	1.539667190e-12
2.731819699e+00	1.526833058e-12
2.742326698e+00	1.600152201e-12
2.752833696e+00	1.776382895e-12
2.763340695e+00	2.027498352e-12
2.773847694e+00	2.284761694e-12
2.784354693e+00	2.464252746e-12
2.794861692e+00	2.506240938e-12
2.805368691e+00	2.412166900e-12
2.815875690e+00	2.260281595e-12
2.826382688e+00	2.186887032e-12
2.836889687e+00	2.333807860e-12
2.847396686e+00	2.779473184e-12
2.857903685e+00	3.483518019e-12
2.868410684e+00	4.276112122e-12
2.878917683e+00	4.909878622e-12
2.889424681e+00	5.166871314e-12
2.899931680e+00	4.984445168e-12
2.910438679e+00	4.544449195e-12
2.920945678e+00	4.271380912e-12
2.931452677e+00	4.711962940e-12
2.941959676e+00	6.315961336e-12
2.952466674e+00	9.190679649e-12
2.962973673e+00	1.293810116e-11
2.973480672e+00	1.668428920e-11
2.983987671e+00	1.936554821e-11
2.994494670e+00	2.025124990e-11
3.005001669e+00	1.958236463e-11
3.015508667e+00	1.912219695e-11
3.026015666e+00	2.238656622e-11
3.036522665e+00	3.436704051e-11
3.047029664e+00	6.068217245e-11
3.057536663e+00	1.062608381e-10
3.068043662e+00	1.738306411e-10
3.078550661e+00	2.625976177e-10
3.089057659e+00	3.675166168e-10
3.099564658e+00	4.794472004e-10
3.110071657e+00	5.862858275e-10
3.120578656e+00	6.749127093e-10
3.131085655e+00	7.335616540e-10
3.141592654e+00	7.540822933e-10
