freq(Hz)	2.50e+08	eps_r	100000000.0	mu_r	0.0	sigma	0.00e+00
theta(rad)	RCS(m^2)
0.000000000e+00	6.441911269e+00
1.050699884e-02	6.440738633e+00
2.101399768e-02	6.437222649e+00
3.152099652e-02	6.431369090e+00
4.202799537e-02	6.423187555e+00
5.253499421e-02	6.412691438e+00
6.304199305e-02	6.399897888e+00
7.354899189e-02	6.384827752e+00
8.405599073e-02	6.367505512e+00
9.456298957e-02	6.347959201e+00
1.050699884e-01	6.326220321e+00
1.155769873e-01	6.302323740e+00
1.260839861e-01	6.276307581e+00
1.365909849e-01	6.248213107e+00
1.470979838e-01	6.218084587e+00
1.576049826e-01	6.185969164e+00
1.681119815e-01	6.151916706e+00
1.786189803e-01	6.115979652e+00
1.891259791e-01	6.078212856e+00
1.996329780e-01	6.038673420e+00
2.101399768e-01	5.997420519e+00
2.206469757e-01	5.954515230e+00
2.311539745e-01	5.910020348e+00
2.416609734e-01	5.864000204e+00
2.521679722e-01	5.816520479e+00
2.626749710e-01	5.767648017e+00
2.731819699e-01	5.717450634e+00
2.836889687e-01	5.665996930e+00
2.941959676e-01	5.613356103e+00
3.047029664e-01	5.559597758e+00
3.152099652e-01	5.504791722e+00
3.257169641e-01	5.449007863e+00
3.362239629e-01	5.392315910e+00
3.467309618e-01	5.334785279e+00
3.572379606e-01	5.276484897e+00
3.677449595e-01	5.217483043e+00
3.782519583e-01	5.157847185e+00
3.887589571e-01	5.097643826e+00
3.992659560e-01	5.036938359e+00
4.097729548e-01	4.975794928e+00
4.202799537e-01	4.914276295e+00
4.307869525e-01	4.852443720e+00
4.412939513e-01	4.790356842e+00
4.518009502e-01	4.728073575e+00
4.623079490e-01	4.665650014e+00
4.728149479e-01	4.603140342e+00
4.833219467e-01	4.540596756e+00
4.938289455e-01	4.478069398e+00
5.043359444e-01	4.415606293e+00
5.148429432e-01	4.353253303e+00
5.253499421e-01	4.291054087e+00
5.358569409e-01	4.229050068e+00
5.463639398e-01	4.167280416e+00
5.568709386e-01	4.105782035e+00
5.673779374e-01	4.044589562e+00
5.778849363e-01	3.983735370e+00
5.883919351e-01	3.923249589e+00
5.988989340e-01	3.863160126e+00
6.094059328e-01	3.803492700e+00
6.199129316e-01	3.744270877e+00
6.304199305e-01	3.685516122e+00
6.409269293e-01	3.627247849e+00
6.514339282e-01	3.569483483e+00
6.619409270e-01	3.512238527e+00
6.724479259e-01	3.455526631e+00
6.829549247e-01	3.399359672e+00
6.934619235e-01	3.343747834e+00
7.039689224e-01	3.288699692e+00
7.144759212e-01	3.234222305e+00
7.249829201e-01	3.180321301e+00
7.354899189e-01	3.127000981e+00
7.459969177e-01	3.074264405e+00
7.565039166e-01	3.022113498e+00
7.670109154e-01	2.970549143e+00
7.775179143e-01	2.919571286e+00
7.880249131e-01	2.869179028e+00
7.985319119e-01	2.819370729e+00
8.090389108e-01	2.770144102e+00
8.195459096e-01	2.721496311e+00
8.300529085e-01	2.673424066e+00
8.405599073e-01	2.625923711e+00
8.510669062e-01	2.578991315e+00
8.615739050e-01	2.532622760e+00
8.720809038e-01	2.486813821e+00
8.825879027e-01	2.441560244e+00
8.930949015e-01	2.396857825e+00
9.036019004e-01	2.352702476e+00
9.141088992e-01	2.309090295e+00
9.246158980e-01	2.266017622e+00
9.351228969e-01	2.223481104e+00
9.456298957e-01	2.181477739e+00
9.561368946e-01	2.140004924e+00
9.666438934e-01	2.099060499e+00
9.771508923e-01	2.058642782e+00
9.876578911e-01	2.018750597e+00
9.981648899e-01	1.979383303e+00
1.008671889e+00	1.940540812e+00
1.019178888e+00	1.902223603e+00
1.029685886e+00	1.864432736e+00
1.040192885e+00	1.827169851e+00
1.050699884e+00	1.790437173e+00
1.061206883e+00	1.754237501e+00
1.071713882e+00	1.718574206e+00
1.082220881e+00	1.683451210e+00
1.092727880e+00	1.648872973e+00
1.103234878e+00	1.614844465e+00
1.113741877e+00	1.581371145e+00
1.124248876e+00	1.548458929e+00
1.134755875e+00	1.516114159e+00
1.145262874e+00	1.484343561e+00
1.155769873e+00	1.453154216e+00
1.166276871e+00	1.422553508e+00
1.176783870e+00	1.392549090e+00
1.187290869e+00	1.363148832e+00
1.197797868e+00	1.334360776e+00
1.208304867e+00	1.306193090e+00
1.218811866e+00	1.278654014e+00
1.229318864e+00	1.251751815e+00
1.239825863e+00	1.225494730e+00
1.250332862e+00	1.199890921e+00
1.260839861e+00	1.174948422e+00
1.271346860e+00	1.150675087e+00
1.281853859e+00	1.127078541e+00
1.292360857e+00	1.104166131e+00
1.302867856e+00	1.081944879e+00
1.313374855e+00	1.060421433e+00
1.323881854e+00	1.039602024e+00
1.334388853e+00	1.019492418e+00
1.344895852e+00	1.000097880e+00
1.355402851e+00	9.814231317e-01
1.365909849e+00	9.634723110e-01
1.376416848e+00	9.462489414e-01
1.386923847e+00	9.297558970e-01
1.397430846e+00	9.139953724e-01
1.407937845e+00	8.989688559e-01
1.418444844e+00	8.846771040e-01
1.428951842e+00	8.711201204e-01
1.439458841e+00	8.582971364e-01
1.449965840e+00	8.462065955e-01
1.460472839e+00	8.348461397e-01
1.470979838e+00	8.242126002e-01
1.481486837e+00	8.143019898e-01
1.491993835e+00	8.051094989e-01
1.502500834e+00	7.966294946e-01
1.513007833e+00	7.888555221e-01
1.523514832e+00	7.817803098e-01
1.534021831e+00	7.753957760e-01
1.544528830e+00	7.696930396e-01
1.555035829e+00	7.646624324e-01
1.565542827e+00	7.602935148e-01
1.576049826e+00	7.565750931e-01
1.586556825e+00	7.534952400e-01
1.597063824e+00	7.510413165e-01
1.607570823e+00	7.491999964e-01
1.618077822e+00	7.479572930e-01
1.628584820e+00	7.472985867e-01
1.639091819e+00	7.472086553e-01
1.649598818e+00	7.476717058e-01
1.660105817e+00	7.486714067e-01
1.670612816e+00	7.501909225e-01
1.681119815e+00	7.522129494e-01
1.691626813e+00	7.547197511e-01
1.702133812e+00	7.576931965e-01
1.712640811e+00	7.611147975e-01
1.723147810e+00	7.649657474e-01
1.733654809e+00	7.692269601e-01
1.744161808e+00	7.738791093e-01
1.754668807e+00	7.789026675e-01
1.765175805e+00	7.842779463e-01
1.775682804e+00	7.899851346e-01
1.786189803e+00	7.960043389e-01
1.796696802e+00	8.023156209e-01
1.807203801e+00	8.088990366e-01
1.817710800e+00	8.157346737e-01
1.828217798e+00	8.228026885e-01
1.838724797e+00	8.300833423e-01
1.849231796e+00	8.375570368e-01
1.859738795e+00	8.452043483e-01
1.870245794e+00	8.530060611e-01
1.880752793e+00	8.609431998e-01
1.891259791e+00	8.689970602e-01
1.901766790e+00	8.771492391e-01
1.912273789e+00	8.853816628e-01
1.922780788e+00	8.936766142e-01
1.933287787e+00	9.020167582e-01
1.943794786e+00	9.103851665e-01
1.954301785e+00	9.187653396e-01
1.964808783e+00	9.271412285e-01
1.975315782e+00	9.354972544e-01
1.985822781e+00	9.438183268e-01
1.996329780e+00	9.520898599e-01
2.006836779e+00	9.602977879e-01
2.017343778e+00	9.684285785e-01
2.027850776e+00	9.764692449e-01
2.038357775e+00	9.844073559e-01
2.048864774e+00	9.922310451e-01
2.059371773e+00	9.999290185e-01
2.069878772e+00	1.007490560e+00
2.080385771e+00	1.014905535e+00
2.090892769e+00	1.022164398e+00
2.101399768e+00	1.029258186e+00
2.111906767e+00	1.036178527e+00
2.122413766e+00	1.042917635e+00
2.132920765e+00	1.049468308e+00
2.143427764e+00	1.055823927e+00
2.153934762e+00	1.061978447e+00
2.164441761e+00	1.067926395e+00
2.174948760e+00	1.073662864e+00
2.185455759e+00	1.079183501e+00
2.195962758e+00	1.084484501e+00
2.206469757e+00	1.089562600e+00
2.216976756e+00	1.094415058e+00
2.227483754e+00	1.099039653e+00
2.237990753e+00	1.103434670e+00
2.248497752e+00	1.107598882e+00
2.259004751e+00	1.111531545e+00
2.269511750e+00	1.115232376e+00
2.280018749e+00	1.118701545e+00
2.290525747e+00	1.121939658e+00
2.301032746e+00	1.124947742e+00
2.311539745e+00	1.127727227e+00
2.322046744e+00	1.130279936e+00
2.332553743e+00	1.132608062e+00
2.343060742e+00	1.134714158e+00
2.353567740e+00	1.136601117e+00
2.364074739e+00	1.138272156e+00
2.374581738e+00	1.139730799e+00
2.385088737e+00	1.140980862e+00
2.395595736e+00	1.142026437e+00
2.406102735e+00	1.142871873e+00
2.416609734e+00	1.143521759e+00
2.427116732e+00	1.143980914e+00
2.437623731e+00	1.144254361e+00
2.448130730e+00	1.144347320e+00
2.458637729e+00	1.144265189e+00
2.469144728e+00	1.144013526e+00
2.479651727e+00	1.143598038e+00
2.490158725e+00	1.143024565e+00
2.500665724e+00	1.142299064e+00
2.511172723e+00	1.141427594e+00
2.521679722e+00	1.140416308e+00
2.532186721e+00	1.139271431e+00
2.542693720e+00	1.137999254e+00
2.553200718e+00	1.136606119e+00
2.563707717e+00	1.135098404e+00
2.574214716e+00	1.133482518e+00
2.584721715e+00	1.131764880e+00
2.595228714e+00	1.129951917e+00
2.605735713e+00	1.128050049e+00
2.616242712e+00	1.126065678e+00
2.626749710e+00	1.124005182e+00
2.637256709e+00	1.121874903e+00
2.647763708e+00	1.119681139e+00
2.658270707e+00	1.117430136e+00
2.668777706e+00	1.115128078e+00
2.679284705e+00	1.112781084e+00
2.689791703e+00	1.110395196e+00
2.700298702e+00	1.107976374e+00
2.710805701e+00	1.105530493e+00
2.721312700e+00	1.103063331e+00
2.731819699e+00	1.100580569e+00
2.742326698e+00	1.098087783e+00
2.752833696e+00	1.095590440e+00
2.763340695e+00	1.093093893e+00
2.773847694e+00	1.090603378e+00
2.784354693e+00	1.088124010e+00
2.794861692e+00	1.085660778e+00
2.805368691e+00	1.083218545e+00
2.815875690e+00	1.080802040e+00
2.826382688e+00	1.078415864e+00
2.836889687e+00	1.076064477e+00
2.847396686e+00	1.073752205e+00
2.857903685e+00	1.071483232e+00
2.868410684e+00	1.069261604e+00
2.878917683e+00	1.067091220e+00
