Theta(rad) phi=0.000000(rad) phi=1.570796(rad)
0.000000000000000e+00; 8.076823833896053e-01; 8.076823833896053e-01
3.173325912716963e-02; 8.056460887164506e-01; 8.068157220995907e-01
6.346651825433926e-02; 8.000936735475241e-01; 8.043400372238705e-01
9.519977738150888e-02; 7.925656291956710e-01; 8.006119143875605e-01
1.269330365086785e-01; 7.852312451454796e-01; 7.961732805106020e-01
1.586662956358481e-01; 7.803920635625045e-01; 7.916795379911830e-01
1.903995547630178e-01; 7.799574296839665e-01; 7.878115099392695e-01
2.221328138901874e-01; 7.850029456250033e-01; 7.851819209027947e-01
2.538660730173570e-01; 7.954940940306658e-01; 7.842479583552788e-01
2.855993321445267e-01; 8.102159409773697e-01; 7.852411110570438e-01
3.173325912716963e-01; 8.269104493651427e-01; 7.881240466502087e-01
3.490658503988658e-01; 8.425954301901438e-01; 7.925818664668421e-01
3.807991095260355e-01; 8.540247713935814e-01; 7.980517203779809e-01
4.125323686532052e-01; 8.582417192022029e-01; 8.037905241593116e-01
4.442656277803748e-01; 8.531662017583429e-01; 8.089755151272203e-01
4.759988869075444e-01; 8.381379183541871e-01; 8.128269291996583e-01
5.077321460347141e-01; 8.143125998124108e-01; 8.147368209126311e-01
5.394654051618837e-01; 7.847925834658978e-01; 8.143839647838305e-01
5.711986642890533e-01; 7.543827703771964e-01; 8.118131079314856e-01
6.029319234162229e-01; 7.289137965660865e-01; 8.074588152848410e-01
6.346651825433925e-01; 7.141680771576172e-01; 8.021005877510710e-01
6.663984416705622e-01; 7.145656213548185e-01; 7.967468431347676e-01
6.981317007977317e-01; 7.318826272303430e-01; 7.924595689964848e-01
7.298649599249014e-01; 7.643454755121319e-01; 7.901465565043393e-01
7.615982190520710e-01; 8.064287590657394e-01; 7.903606494337700e-01
7.933314781792408e-01; 8.495697268437719e-01; 7.931515491203891e-01
8.250647373064104e-01; 8.838031096698097e-01; 7.980121409142390e-01
8.567979964335799e-01; 9.000614207469974e-01; 8.039464815603935e-01
8.885312555607495e-01; 8.926430384249492e-01; 8.096616029568148e-01
9.202645146879193e-01; 8.611996964617454e-01; 8.138543769330332e-01
9.519977738150888e-01; 8.116010339776978e-01; 8.155348943930512e-01
9.837310329422584e-01; 7.552284148948980e-01; 8.143077215165011e-01
1.015464292069428e+00; 7.066161715040631e-01; 8.105299765710188e-01
1.047197551196598e+00; 6.798240157945732e-01; 8.052851803780278e-01
1.078930810323767e+00; 6.843719980477453e-01; 8.001534500354144e-01
1.110664069450937e+00; 7.218598593983714e-01; 7.968141579728337e-01
1.142397328578107e+00; 7.844020486193405e-01; 7.965727432050054e-01
1.174130587705276e+00; 8.556718474195945e-01; 7.999416160446572e-01
1.205863846832446e+00; 9.146905585420587e-01; 8.064101506307840e-01
1.237597105959615e+00; 9.416581050876561e-01; 8.145018775114210e-01
1.269330365086785e+00; 9.243314274124922e-01; 8.221414429028753e-01
1.301063624213955e+00; 8.629900195825786e-01; 8.272569128065242e-01
1.332796883341124e+00; 7.721156569980006e-01; 8.284531835505117e-01
1.364530142468294e+00; 6.776534683498998e-01; 8.255421892307685e-01
1.396263401595463e+00; 6.100062354648988e-01; 8.197308850321365e-01
1.427996660722633e+00; 5.944140815716191e-01; 8.133560953653145e-01
1.459729919849803e+00; 6.415997191397845e-01; 8.091984015632577e-01
1.491463178976973e+00; 7.420092453911485e-01; 8.095630172809397e-01
1.523196438104142e+00; 8.663126700559821e-01; 8.154280846547248e-01
1.554929697231312e+00; 9.730499459747478e-01; 8.259792892541296e-01
1.586662956358482e+00; 1.021844816570932e+00; 8.387500853097456e-01
1.618396215485651e+00; 9.882500403499794e-01; 8.503873421822261e-01
1.650129474612821e+00; 8.749616433088843e-01; 8.578248583844856e-01
1.681862733739990e+00; 7.145765710316189e-01; 8.594610235157729e-01
1.713595992867160e+00; 5.614588118861367e-01; 8.558859810033657e-01
1.745329251994330e+00; 4.740744525544168e-01; 8.498299322005257e-01
1.777062511121499e+00; 4.931223336550689e-01; 8.452812849119876e-01
1.808795770248669e+00; 6.233609660022420e-01; 8.460552000816512e-01
1.840529029375839e+00; 8.268989086838230e-01; 8.543445762134788e-01
1.872262288503008e+00; 1.032411631990189e+00; 8.698369152047800e-01
1.903995547630178e+00; 1.159038197305303e+00; 8.897855125562344e-01
1.935728806757347e+00; 1.147521299944832e+00; 9.100428628627738e-01
1.967462065884517e+00; 9.869850069008202e-01; 9.266538225585974e-01
1.999195325011687e+00; 7.257119851640842e-01; 9.373548071018936e-01
2.030928584138856e+00; 4.591261800730074e-01; 9.423654021368602e-01
2.062661843266026e+00; 2.966838516973967e-01; 9.441896595748533e-01
2.094395102393195e+00; 3.185023393318634e-01; 9.466136303348193e-01
2.126128361520365e+00; 5.384872459632801e-01; 9.534501006873896e-01
2.157861620647535e+00; 8.903758206965993e-01; 9.676309177785548e-01
2.189594879774704e+00; 1.245662823673593e+00; 9.909343459147765e-01
