Theta(rad) phi=0.000000(rad) phi=1.570796(rad)
2.221328138901874e+00; 1.459981599404029e+00; 1.024134800831803e+00
2.253061398029044e+00; 1.431871568015066e+00; 1.067008718904954e+00
2.284794657156213e+00; 1.150488709256920e+00; 1.117733130637919e+00
2.316527916283383e+00; 7.106780241778811e-01; 1.171838965335407e+00
2.348261175410553e+00; 2.853183369640085e-01; 1.221722996934051e+00
2.379994434537722e+00; 6.208930406747575e-02; 1.258177720142962e+00
2.411727693664892e+00; 1.678297960597958e-01; 1.274871042448821e+00
2.443460952792061e+00; 6.111951857867848e-01; 1.275026857074028e+00
2.475194211919231e+00; 1.269142853703777e+00; 1.277288771802882e+00
2.506927471046401e+00; 1.926001364864221e+00; 1.316157967957944e+00
2.538660730173570e+00; 2.352076942853231e+00; 1.432953148183663e+00
2.570393989300740e+00; 2.391439710665750e+00; 1.656793102346023e+00
2.602127248427909e+00; 2.023974313332742e+00; 1.981079424594978e+00
2.633860507555079e+00; 1.377899536065244e+00; 2.347085921578726e+00
2.665593766682249e+00; 6.914062501379683e-01; 2.649147075853253e+00
2.697327025809418e+00; 2.456176193123568e-01; 2.772483226863724e+00
2.729060284936588e+00; 3.041273190096905e-01; 2.663876958715077e+00
2.760793544063757e+00; 1.089551614916168e+00; 2.419553473142874e+00
2.792526803190927e+00; 2.805848617921636e+00; 2.359386338599870e+00
2.824260062318097e+00; 5.686385405291011e+00; 3.049256401616065e+00
2.855993321445267e+00; 1.002643093605043e+01; 5.239988683190360e+00
2.887726580572436e+00; 1.615744243006894e+01; 9.713229062064441e+00
2.919459839699606e+00; 2.434311439642809e+01; 1.705702159278687e+01
2.951193098826775e+00; 3.461598550345695e+01; 2.742616453164710e+01
2.982926357953945e+00; 4.661157404911547e+01; 4.036179822701823e+01
3.014659617081115e+00; 5.947566075572848e+01; 5.474094627490259e+01
3.046392876208284e+00; 7.190746056300632e+01; 6.889712747809054e+01
3.078126135335454e+00; 8.235832087859556e+01; 8.090458119059248e+01
3.109859394462623e+00; 8.934750916732258e+01; 8.896618371972701e+01
3.141592653589793e+00; 9.180700127495072e+01; 9.180700127495072e+01
