frequency = 599584917.1618936 Hz; phi = 1.5707963267948966 rad
theta(rad) Re(E_r) Im(E_r) Re(E_theta) Im(E_theta) Re(E_phi) Im(E_phi)
1.807203800727239e+00 -6.882888124401938e-22 -3.118780899829215e-21 -1.075577884640882e-19 1.909936587160010e-19 -2.364153775738659e-03 -2.731501549876393e-03
1.817710799568676e+00 -8.252029675899019e-22 -3.100697600687442e-21 -8.565606091971065e-20 1.882629709774348e-19 -2.508187765070568e-03 -2.627106834312755e-03
1.828217798410114e+00 -9.573478370760048e-22 -3.067810637800215e-21 -6.377881268216575e-20 1.845891640538652e-19 -2.640047176470053e-03 -2.511738280381551e-03
1.838724797251551e+00 -1.084254218627228e-21 -3.020400654883725e-21 -4.202542586937460e-20 1.799948765975603e-19 -2.759628389369922e-03 -2.386466739929411e-03
1.849231796092989e+00 -1.205479434627955e-21 -2.958822479379268e-21 -2.049352921148999e-20 1.745061425682413e-19 -2.866925652116915e-03 -2.252406799391885e-03
1.859738794934426e+00 -1.320608701070646e-21 -2.883503090020572e-21 7.215047532832030e-22 1.681522594076997e-19 -2.962026143914023e-03 -2.110710302276463e-03
1.870245793775863e+00 -1.429256368363839e-21 -2.794939174080802e-21 2.152704705555120e-20 1.609656458289213e-19 -3.045104196013877e-03 -1.962559689829913e-03
1.880752792617301e+00 -1.531067030428049e-21 -2.693694288131384e-21 4.183368134611288e-20 1.529816898631125e-19 -3.116414744659627e-03 -1.809161195832580e-03
1.891259791458738e+00 -1.625716499088143e-21 -2.580395638678573e-21 6.155565184018562e-20 1.442385878384500e-19 -3.176286095336904e-03 -1.651737932383683e-03
1.901766790300176e+00 -1.712912641355487e-21 -2.455730501480341e-21 8.061128750772942e-20 1.347771749920274e-19 -3.225112084162789e-03 -1.491522904247901e-03
1.912273789141613e+00 -1.792396077790656e-21 -2.320442300666845e-21 9.892340001562805e-20 1.246407484412086e-19 -3.263343727638042e-03 -1.329751989819676e-03
1.922780787983051e+00 -1.863940740685240e-21 -2.175326370992475e-21 1.164196530966904e-19 1.138748832622694e-19 -3.291480456478829e-03 -1.167656927019317e-03
1.933287786824488e+00 -1.927354291533515e-21 -2.021225428554805e-21 1.330329012046945e-19 1.025272424431020e-19 -3.310061032778191e-03 -1.006458342475047e-03
1.943794785665925e+00 -1.982478397630852e-21 -1.859024777264319e-21 1.487014955140214e-19 9.064738149195196e-20 -3.319654252306470e-03 -8.473588621349365e-04
1.954301784507363e+00 -2.029188868440367e-21 -1.689647279998513e-21 1.633695555336330e-19 7.828654849685507e-20 -3.320849535302149e-03 -6.915363410386443e-04
1.964808783348800e+00 -2.067395652883225e-21 -1.514048124917710e-21 1.769872048285842e-19 6.549748043955579e-20 -3.314247509636078e-03 -5.401372493201848e-04
1.975315782190238e+00 -2.097042699092862e-21 -1.333209418796491e-21 1.895107695755945e-19 5.233419657314852e-20 -3.300450689739824e-03 -3.942702506268086e-04
1.985822781031675e+00 -2.118107679188459e-21 -1.148134640219706e-21 2.009029389202759e-19 3.885178967641081e-20 -3.280054353175452e-03 -2.550000080625225e-04
1.996329779873113e+00 -2.130601581591016e-21 -9.598429865520945e-22 2.111328863525729e-19 2.510621599593477e-20 -3.253637714220266e-03 -1.233412514284695e-04
2.006836778714550e+00 -2.134568174396066e-21 -7.693636491427068e-22 2.201763515698371e-19 1.115408468445511e-20 -3.221755490351527e-03 -2.531380388423687e-07
2.017343777555987e+00 -2.130083343590730e-21 -5.777300517598674e-22 2.280156825539340e-19 -2.947552463878692e-21 -3.184929953093866e-03 1.133660623320584e-04
2.027850776397425e+00 -2.117254310471647e-21 -3.859740874002901e-22 2.346398378469328e-19 -1.714141018997703e-20 -3.143643549369505e-03 2.166839297004496e-04
2.038357775238862e+00 -2.096218733051315e-21 -1.951203887005456e-22 2.400443492680643e-19 -3.137017708081501e-20 -3.098332173324188e-03 3.089384767311588e-04
2.048864774080300e+00 -2.067143696707118e-21 -6.180666817140192e-24 2.442312455706683e-19 -4.557672025289938e-20 -3.049379161648145e-03 3.894423278247455e-04
2.059371772921737e+00 -2.030224599721735e-21 1.798518467028254e-22 2.472089377901640e-19 -5.970428666633095e-20 -2.997110077738276e-03 4.575864724422678e-04
2.069878771763175e+00 -1.985683939757242e-21 3.620078214037659e-22 2.489920672810339e-19 -7.369670034841147e-20 -2.941788341730890e-03 5.128435731628965e-04
2.080385770604612e+00 -1.933770007647599e-21 5.393470798515091e-22 2.496013176803164e-19 -8.749855483163203e-20 -2.883611754549252e-03 5.547708116005843e-04
2.090892769446050e+00 -1.874755495287153e-21 7.109636485188548e-22 2.490631922663307e-19 -1.010554001365465e-19 -2.822709954749299e-03 5.830122579978297e-04
2.101399768287487e+00 -1.808936024429208e-21 8.759905770254023e-22 2.474097584009066e-19 -1.143139236625719e-19 -2.759142837186793e-03 5.973007531381617e-04
2.111906767128925e+00 -1.736628603983021e-21 1.033604497442691e-21 2.446783609533662e-19 -1.272221243774366e-19 -2.692899952487335e-03 5.974592940187278e-04
2.122413765970362e+00 -1.658170022975416e-21 1.183029896240725e-21 2.409113067977679e-19 -1.397294797354082e-19 -2.623900896037235e-03 5.834019176771203e-04
2.132920764811800e+00 -1.573915187030071e-21 1.323543074160391e-21 2.361555226569326e-19 -1.517871047863356e-19 -2.551996684868521e-03 5.551340804324516e-04
2.143427763653237e+00 -1.484235406134357e-21 1.454475770923697e-21 2.304621887302177e-19 -1.633479029782336e-19 -2.476972110448122e-03 5.127525327505220e-04
2.153934762494674e+00 -1.389516641647642e-21 1.575218434095089e-21 2.238863506896498e-19 -1.743667081950765e-19 -2.398549045122194e-03 4.564446928384762e-04
2.164441761336112e+00 -1.290157720542679e-21 1.685223113887507e-21 2.164865127585597e-19 -1.848004176124576e-19 -2.316390669901548e-03 3.864875249434889e-04
2.174948760177549e+00 -1.186568524954829e-21 1.784005968013412e-21 2.083242146966790e-19 -1.946081149971296e-19 -2.230106581498825e-03 3.032459311579378e-04
2.185455759018986e+00 -1.079168165177248e-21 1.871149363417955e-21 1.994635956066515e-19 -2.037511841195273e-19 -2.139258727142673e-03 2.071706682770013e-04
2.195962757860424e+00 -9.683831438999082e-22 1.946303564393273e-21 1.899709475469401e-19 -2.121934119933610e-19 -2.043368106784411e-03 9.879580392081523e-05
2.206469756701861e+00 -8.546455200835508e-22 2.009187999431562e-21 1.799142619865112e-19 -2.199010817008967e-19 -1.941922173968322e-03 -2.126427131726807e-05
2.216976755543299e+00 -7.383910798189263e-22 2.059592101627693e-21 1.693627721633811e-19 -2.268430546101239e-19 -1.834382858935612e-03 -1.523182564783855e-04
2.227483754384736e+00 -6.200575224134434e-22 2.097375720787299e-21 1.583864944188258e-19 -2.329908418338324e-19 -1.720195130555970e-03 -2.936017561067923e-04
2.237990753226174e+00 -5.000826689046389e-22 2.122469107734001e-21 1.470557715628744e-19 -2.383186648289719e-19 -1.598796007491010e-03 -4.442814757085409e-04
2.248497752067611e+00 -3.789027005921339e-22 2.134872474390293e-21 1.354408212929765e-19 -2.428035050795967e-19 -1.469623923658735e-03 -6.034597711522824e-04
2.259004750909049e+00 -2.569504346007114e-22 2.134655136071723e-21 1.236112926319945e-19 -2.464251428526967e-19 -1.332128348635865e-03 -7.701795245456435e-04
2.269511749750486e+00 -1.346536434931848e-22 2.121954244730781e-21 1.116358332741768e-19 -2.491661850623544e-19 -1.185779560158231e-03 -9.434293174800306e-04
2.280018748591924e+00 -1.243342540947875e-23 2.096973125120944e-21 9.958167063371270e-20 -2.510120823212000e-19 -1.030078463384281e-03 -1.122148871109527e-03
2.290525747433361e+00 1.092973688711262e-22 2.059979227981927e-21 8.751420927421327e-20 -2.519511353027728e-19 -8.645663501125301e-04 -1.305234721281861e-03
2.301032746274798e+00 2.301356460919601e-22 2.011301716925080e-21 7.549664726451846e-20 -2.519744905808996e-19 -6.888344907014849e-04 -1.491546095910781e-03
2.311539745116236e+00 3.496895122188757e-22 1.951328708116798e-21 6.358961385657729e-20 -2.510761261534301e-19 -5.025334520375694e-04 -1.679910960961127e-03
2.322046743957673e+00 4.675796404787268e-22 1.880504183972725e-21 5.185083071443088e-20 -2.492528268979484e-19 -3.053820365369119e-04 -1.869132200810108e-03
2.332553742799111e+00 5.834405609758793e-22 1.799324604021745e-21 4.033479874173995e-20 -2.465041502455964e-19 -9.717573984018346e-05 -2.057993898359064e-03
2.343060741640548e+00 6.969218674017713e-22 1.708335238150503e-21 2.909251236167311e-20 -2.428323823955875e-19 1.222053714671122e-04 -2.245267680098617e-03
2.353567740481985e+00 8.076893369316883e-22 1.608126248888150e-21 1.817120289509785e-20 -2.382424854281006e-19 3.527894561097735e-04 -2.429719091369781e-03
2.364074739323423e+00 9.154259597116653e-22 1.499328551102912e-21 7.614112466985026e-21 -2.327420357057843e-19 5.945064567644150e-04 -2.610113967317737e-03
2.374581738164860e+00 1.019832874903137e-21 1.382609478521040e-21 -2.539700356499065e-21 -2.263411539849300e-19 8.471825029965877e-04 -2.785224765494788e-03
2.385088737006298e+00 1.120630210629533e-21 1.258668287796655e-21 -1.225552222988521e-20 -2.190524276855928e-19 1.110535233088632e-03 -2.953836826728660e-03
2.395595735847735e+00 1.217557825696053e-21 1.128231531352166e-21 -2.150311325994349e-20 -2.108908257959799e-19 1.384170101234539e-03 -3.114754531732144e-03
2.406102734689173e+00 1.310375951374098e-21 9.920483312749857e-22 -3.025680131811660e-20 -2.018736069098818e-19 1.667577727807761e-03 -3.266807321963263e-03
2.416609733530610e+00 1.398865732047580e-21 8.508855864991031e-22 -3.849554219255937e-20 -1.920202209168705e-19 1.960132340960722e-03 -3.408855554469318e-03
2.427116732372048e+00 1.482829663972527e-21 7.055231459592991e-22 -4.620294558232507e-20 -1.813522048832932e-19 2.261091347878999e-03 -3.539796161823424e-03
2.437623731213485e+00 1.562091931874329e-21 5.567489801900248e-22 -5.336726718097967e-20 -1.698930736777123e-19 2.569596063601701e-03 -3.658568089798894e-03
2.448130730054923e+00 1.636498643572791e-21 4.053543835770916e-22 -5.998136733753034e-20 -1.576682059073377e-19 2.884673614568264e-03 -3.764157487099940e-03
2.458637728896360e+00 1.705917963251085e-21 2.521292389039474e-22 -6.604263701860353e-20 -1.447047257420819e-19 3.205240023039056e-03 -3.855602623270438e-03
2.469144727737797e+00 1.770240144537815e-21 9.785737518358627e-23 -7.155289202458928e-20 -1.310313812104051e-19 3.530104467386937e-03 -3.931998512806445e-03
2.479651726579235e+00 1.829377464796316e-21 -5.668795140777094e-23 -7.651823663447469e-20 -1.166784195553273e-19 3.857974702018458e-03 -3.992501225526718e-03
2.490158725420672e+00 1.883264062703584e-21 -2.107484245974165e-22 -8.094889806404142e-20 -1.016774602412443e-19 4.187463609552293e-03 -4.036331865325159e-03
2.500665724262110e+00 1.931855681399142e-21 -3.635848557649174e-22 -8.485903332293191e-20 -8.606136620085888e-20 4.517096846851072e-03 -4.062780201606256e-03
2.511172723103547e+00 1.975129319986424e-21 -5.144811665106806e-22 -8.826651024270878e-20 -6.986411390808549e-20 4.845321535766821e-03 -4.071207939904268e-03
2.521679721944984e+00 2.013082796490752e-21 -6.627481419539437e-22 -9.119266462126269e-20 -5.312066285629012e-20 5.170515939061688e-03 -4.061051620438472e-03
2.532186720786422e+00 2.045734225825523e-21 -8.077269325331674e-22 -9.366203558645951e-20 -3.586682501259181e-20 5.491000052043734e-03 -4.031825135603032e-03
2.542693719627859e+00 2.073121416464480e-21 -9.487922841800072e-22 -9.570208142378354e-20 -1.813913480681734e-20 5.805047031041520e-03 -3.983121859692363e-03
2.553200718469297e+00 2.095301190120993e-21 -1.085355478838388e-21 -9.734287823612637e-20 2.527979925172948e-23 6.110895371138436e-03 -3.914616386359930e-03
2.563707717310734e+00 2.112348628689236e-21 -1.216866969639130e-21 -9.861680391040001e-20 1.858882463424315e-20 6.406761737506142e-03 -3.826065871606523e-03
2.574214716152172e+00 2.124356253310404e-21 -1.342818697415094e-21 -9.955820995214183e-20 3.751356452031224e-20 6.690854347507667e-03 -3.717310982199652e-03
2.584721714993609e+00 2.131433140348784e-21 -1.462746077651901e-21 -1.002030838170337e-19 5.676134586825954e-20 6.961386794325885e-03 -3.588276451639701e-03
2.595228713835047e+00 2.133703979578145e-21 -1.576229649595466e-21 -1.005887044159164e-19 7.629391619724011e-20 7.216592197505778e-03 -3.438971247761191e-03
2.605735712676484e+00 2.131308079807452e-21 -1.682896381651668e-21 -1.007532934971395e-19 9.607304013764573e-20 7.454737561310243e-03 -3.269488358124255e-03
2.616242711517921e+00 2.124398327546781e-21 -1.782420629942831e-21 -1.007356656176145e-19 1.160606115010016e-19 7.674138218429901e-03 -3.080004201165524e-03
2.626749710359359e+00 2.113140104324302e-21 -1.874524749367702e-21 -1.005748794006705e-19 1.362187610294486e-19 7.873172234229002e-03 -2.870777672910147e-03
2.637256709200796e+00 2.097710168426793e-21 -1.958979359101438e-21 -1.003098927457329e-19 1.565099594665759e-19 8.050294645486730e-03 -2.642148840704009e-03
2.647763708042234e+00 2.078295506926246e-21 -2.035603267068228e-21 -9.997922460227645e-20 1.768971156219753e-19 8.204051407480300e-03 -2.394537296965133e-03
2.658270706883671e+00 2.055092163875546e-21 -2.104263060264912e-21 -9.962062584789757e-20 1.973436691341413e-19 8.333092924251679e-03 -2.128440187409184e-03
2.668777705725109e+00 2.028304050624322e-21 -2.164872370344871e-21 -9.927076172007136e-20 2.178136776687897e-19 8.436187039040555e-03 -1.844429929465203e-03
2.679284704566546e+00 1.998141744184134e-21 -2.217390826106008e-21 -9.896490814221440e-20 2.382718983235405e-19 8.512231365096766e-03 -1.543151637770023e-03
2.689791703407983e+00 1.964821279556010e-21 -2.261822706748343e-21 -9.873666415904295e-20 2.586838630440755e-19 8.560264841412138e-03 -1.225320274637621e-03
2.700298702249421e+00 1.928562941879950e-21 -2.298215311890538e-21 -9.861768255475000e-20 2.790159478914969e-19 8.579478403291879e-03 -8.917175442613498e-04
2.710805701090858e+00 1.889590064194141e-21 -2.326657066104693e-21 -9.863742057011263e-20 2.992354360358949e-19 8.569224664073696e-03 -5.431885501581192e-04
2.721312699932296e+00 1.848127836480969e-21 -2.347275377854850e-21 -9.882291246607045e-20 3.193105743855132e-19 8.529026511664784e-03 -1.806382358888886e-04
2.731819698773733e+00 1.804402131562553e-21 -2.360234273921374e-21 -9.919856549669290e-20 3.392106237966799e-19 8.458584531813296e-03 1.949723704070409e-04
2.742326697615171e+00 1.758638353251356e-21 -2.365731832169300e-21 -9.978598066262486e-20 3.589059028437262e-19 8.357783179129389e-03 5.826300868843216e-04
2.752833696456608e+00 1.711060311986063e-21 -2.363997436664140e-21 -1.006037994127677e-19 3.783678251626151e-19 8.226695626715713e-03 9.812736633141737e-04
2.763340695298046e+00 1.661889133018779e-21 -2.355288880034716e-21 -1.016675772503274e-19 3.975689304159126e-19 8.065587235795420e-03 1.389797999856953e-03
2.773847694139483e+00 1.611342201938044e-21 -2.339889339307066e-21 -1.029896849851170e-19 4.164829089589266e-19 7.874917597832827e-03 1.807058478446499e-03
2.784354692980920e+00 1.559632152190610e-21 -2.318104251345186e-21 -1.045792381484184e-19 4.350846203199629e-19 7.655341113255621e-03 2.231875386079502e-03
2.794861691822358e+00 1.506965898871064e-21 -2.290258115369814e-21 -1.064420548676240e-19 4.533501056371773e-19 7.407706082871267e-03 2.663038409751088e-03
2.805368690663795e+00 1.453543722920455e-21 -2.256691249327161e-21 -1.085806422671072e-19 4.712565942256537e-19 7.133052300376014e-03 3.099311183112746e-03
2.815875689505233e+00 1.399558409565782e-21 -2.217756527726014e-21 -1.109942112419115e-19 4.887825044753661e-19 6.832607146807927e-03 3.539435865564032e-03
2.826382688346670e+00 1.345194444296733e-21 -2.173816127640922e-21 -1.136787192242609e-19 5.059074393086213e-19 6.507780200362413e-03 3.982137735045772e-03
2.836889687188108e+00 1.290627269876826e-21 -2.125238309744814e-21 -1.166269403475862e-19 5.226121764500039e-19 6.160156387488060e-03 4.426129776564571e-03
2.847396686029545e+00 1.236022607025251e-21 -2.072394260191049e-21 -1.198285621976992e-19 5.388786537859429e-19 5.791487713566181e-03 4.870117249220586e-03
2.857903684870982e+00 1.181535841406462e-21 -2.015655018559309e-21 -1.232703081362795e-19 5.546899501123597e-19 5.403683623596137e-03 5.312802215364554e-03
2.868410683712420e+00 1.127311479116177e-21 -1.955388515989083e-21 -1.269360839846660e-19 5.700302615888363e-19 4.998800055076784e-03 5.752888016389238e-03
2.878917682553857e+00 1.073482672523932e-21 -1.891956746429781e-21 -1.308071476694739e-19 5.848848742353445e-19 4.579027256583150e-03 6.189083680585292e-03
2.889424681395295e+00 1.020170817982982e-21 -1.825713092557405e-21 -1.348623002567201e-19 5.992401328233619e-19 4.146676456284805e-03 6.620108249441997e-03
2.899931680236732e+00 9.674852265653348e-22 -1.756999826365566e-21 -1.390780966392794e-19 6.130834065266473e-19 3.704165474746939e-03 7.044695009743635e-03
2.910438679078170e+00 9.155228686247238e-22 -1.686145802746559e-21 -1.434290739948702e-19 6.264030517083039e-19 3.254003385702577e-03 7.461595619790975e-03
2.920945677919607e+00 8.643681926347644e-22 -1.613464362550210e-21 -1.478879959993763e-19 6.391883722298244e-19 2.798774337007291e-03 7.869584119053578e-03
2.931452676761044e+00 8.140930183948420e-22 -1.539251459659181e-21 -1.524261106642618e-19 6.514295776745968e-19 2.341120651602709e-03 8.267460811526664e-03
2.941959675602482e+00 7.647565043440996e-22 -1.463784024565333e-21 -1.570134195678762e-19 6.631177398828901e-19 1.883725334959753e-03 8.654056014015470e-03
2.952466674443919e+00 7.164051883867192e-22 -1.387318574798616e-21 -1.616189561694067e-19 6.742447481974693e-19 1.429294121081360e-03 9.028233661492543e-03
2.962973673285357e+00 6.690731012067083e-22 -1.310090080287774e-21 -1.662110708311351e-19 6.848032638191045e-19 9.805371936744203e-04 9.388894762562860e-03
2.973480672126794e+00 6.227819509715460e-22 -1.232311089610374e-21 -1.707577201318143e-19 6.947866736685315e-19 5.401507224874944e-04 9.734980698923482e-03
2.983987670968232e+00 5.775413775298580e-22 -1.154171120646142e-21 -1.752267580289870e-19 7.041890441469678e-19 1.107983570509458e-04 1.006547636350611e-02
2.994494669809669e+00 5.333492744291371e-22 -1.075836316756319e-21 -1.795862264204786e-19 7.130050751809967e-19 -3.049071788545089e-04 1.037941313274630e-02
3.005001668651107e+00 4.901921763326734e-22 -9.974493676753302e-22 -1.838046426748963e-19 7.212300549272601e-19 -7.044222488910506e-04 1.067587166912485e-02
3.015508667492544e+00 4.480457093913912e-22 -9.191296914992407e-22 -1.878512817275491e-19 7.288598155029436e-19 -1.085290080153149e-03 1.095398455076719e-02
3.026015666333981e+00 4.068751016981486e-22 -8.409738722833402e-22 -1.916964503952029e-19 7.358906900936804e-19 -1.445158014176738e-03 1.121293872546988e-02
3.036522665175419e+00 3.666357507418545e-22 -7.630563453816334e-22 -1.953117516313550e-19 7.423194717760317e-19 -1.781794097354335e-03 1.145197778704729e-02
3.047029664016856e+00 3.272738445065375e-22 -6.854303205857337e-22 -1.986703365328055e-19 7.481433743745093e-19 -2.093102879980792e-03 1.167040407235004e-02
3.057536662858294e+00 2.887270326228121e-22 -6.081289310809873e-22 -2.017471420138106e-19 7.533599956544717e-19 -2.377140299087145e-03 1.186758057770735e-02
3.068043661699731e+00 2.509251437558900e-22 -5.311665943108818e-22 -2.045191121860743e-19 7.579672831318775e-19 -2.632127527206877e-03 1.204293269388602e-02
3.078550660541169e+00 2.137909452092349e-22 -4.545405690381857e-22 -2.069654016200759e-19 7.619635027588661e-19 -2.856463677196782e-03 1.219594975894043e-02
3.089057659382606e+00 1.772409405362350e-22 -3.782326912217623e-22 -2.090675588147657e-19 7.653472107209639e-19 -3.048737262144432e-03 1.232618642855627e-02
3.099564658224043e+00 1.411862007760880e-22 -3.022112698254811e-22 -2.108096883677475e-19 7.681172285568350e-19 -3.207736319163097e-03 1.243326386366540e-02
3.110071657065481e+00 1.055332248189917e-22 -2.264331222911839e-22 -2.121785905133461e-19 7.702726217861594e-19 -3.332457116392593e-03 1.251687073524464e-02
3.120578655906918e+00 7.018482418533295e-23 -1.508457282527984e-22 -2.131638768839187e-19 7.718126822040511e-19 -3.422111373759002e-03 1.257676404629323e-02
3.131085654748356e+00 3.504102753422857e-23 -7.538947908218861e-23 -2.137580615455781e-19 7.727369139727947e-19 -3.476131939854937e-03 1.261276977103701e-02
3.141592653589793e+00 0.000000000000000e+00 0.000000000000000e+00 -2.139566265615150e-19 7.730450236137103e-19 -3.494176879578339e-03 1.262478331143207e-02
