freq(Hz)	1.50e+09	eps_r	100000000.0	mu_r	0.0	sigma	0.00e+00
theta(rad)	RCS(m^2)
2.784354693e+00	8.167241737e-01
2.794861692e+00	8.099184674e-01
2.805368691e+00	8.024159513e-01
2.815875690e+00	7.944856216e-01
2.826382688e+00	7.864005053e-01
2.836889687e+00	7.784274504e-01
2.847396686e+00	7.708179509e-01
2.857903685e+00	7.638003280e-01
2.868410684e+00	7.575734898e-01
2.878917683e+00	7.523023902e-01
2.889424681e+00	7.481152020e-01
2.899931680e+00	7.451021280e-01
2.910438679e+00	7.433156932e-01
2.920945678e+00	7.427722989e-01
2.931452677e+00	7.434547833e-01
2.941959676e+00	7.453157134e-01
2.952466674e+00	7.482811399e-01
2.962973673e+00	7.522545720e-01
2.973480672e+00	7.571209650e-01
2.983987671e+00	7.627505678e-01
2.994494670e+00	7.690025255e-01
3.005001669e+00	7.757281889e-01
3.015508667e+00	7.827741254e-01
3.026015666e+00	7.899848626e-01
3.036522665e+00	7.972054192e-01
3.047029664e+00	8.042836846e-01
3.057536663e+00	8.110727062e-01
3.068043662e+00	8.174329279e-01
3.078550661e+00	8.232343989e-01
3.089057659e+00	8.283589454e-01
3.099564658e+00	8.327022706e-01
3.110071657e+00	8.361759256e-01
3.120578656e+00	8.387090766e-01
3.131085655e+00	8.402499896e-01
3.141592654e+00	8.407671549e-01
