freq(Hz)	2.50e+08	eps_r	4	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
0.000000000e+00	2.229350241e+01
1.050699884e-02	2.228670973e+01
2.101399768e-02	2.226634442e+01
3.152099652e-02	2.223244460e+01
4.202799537e-02	2.218507371e+01
5.253499421e-02	2.212432030e+01
6.304199305e-02	2.205029780e+01
7.354899189e-02	2.196314418e+01
8.405599073e-02	2.186302156e+01
9.456298957e-02	2.175011580e+01
1.050699884e-01	2.162463590e+01
1.155769873e-01	2.148681347e+01
1.260839861e-01	2.133690206e+01
1.365909849e-01	2.117517646e+01
1.470979838e-01	2.100193192e+01
1.576049826e-01	2.081748334e+01
1.681119815e-01	2.062216440e+01
1.786189803e-01	2.041632662e+01
1.891259791e-01	2.020033842e+01
1.996329780e-01	1.997458410e+01
2.101399768e-01	1.973946279e+01
2.206469757e-01	1.949538737e+01
2.311539745e-01	1.924278337e+01
2.416609734e-01	1.898208782e+01
2.521679722e-01	1.871374806e+01
2.626749710e-01	1.843822060e+01
2.731819699e-01	1.815596993e+01
2.836889687e-01	1.786746724e+01
2.941959676e-01	1.757318927e+01
3.047029664e-01	1.727361707e+01
3.152099652e-01	1.696923476e+01
3.257169641e-01	1.666052835e+01
3.362239629e-01	1.634798448e+01
3.467309618e-01	1.603208928e+01
3.572379606e-01	1.571332716e+01
3.677449595e-01	1.539217966e+01
3.782519583e-01	1.506912428e+01
3.887589571e-01	1.474463342e+01
3.992659560e-01	1.441917328e+01
4.097729548e-01	1.409320280e+01
4.202799537e-01	1.376717264e+01
4.307869525e-01	1.344152426e+01
4.412939513e-01	1.311668892e+01
4.518009502e-01	1.279308684e+01
4.623079490e-01	1.247112633e+01
4.728149479e-01	1.215120303e+01
4.833219467e-01	1.183369914e+01
4.938289455e-01	1.151898273e+01
5.043359444e-01	1.120740712e+01
5.148429432e-01	1.089931030e+01
5.253499421e-01	1.059501437e+01
5.358569409e-01	1.029482510e+01
5.463639398e-01	9.999031534e+00
5.568709386e-01	9.707905584e+00
5.673779374e-01	9.421701774e+00
5.778849363e-01	9.140656987e+00
5.883919351e-01	8.864990284e+00
5.988989340e-01	8.594902780e+00
6.094059328e-01	8.330577579e+00
6.199129316e-01	8.072179755e+00
6.304199305e-01	7.819856402e+00
6.409269293e-01	7.573736724e+00
6.514339282e-01	7.333932186e+00
6.619409270e-01	7.100536710e+00
6.724479259e-01	6.873626924e+00
6.829549247e-01	6.653262456e+00
6.934619235e-01	6.439486273e+00
7.039689224e-01	6.232325060e+00
7.144759212e-01	6.031789646e+00
7.249829201e-01	5.837875466e+00
7.354899189e-01	5.650563054e+00
7.459969177e-01	5.469818573e+00
7.565039166e-01	5.295594383e+00
7.670109154e-01	5.127829621e+00
7.775179143e-01	4.966450823e+00
7.880249131e-01	4.811372557e+00
7.985319119e-01	4.662498083e+00
8.090389108e-01	4.519720029e+00
8.195459096e-01	4.382921077e+00
8.300529085e-01	4.251974667e+00
8.405599073e-01	4.126745706e+00
8.510669062e-01	4.007091288e+00
8.615739050e-01	3.892861408e+00
8.720809038e-01	3.783899690e+00
8.825879027e-01	3.680044104e+00
8.930949015e-01	3.581127681e+00
9.036019004e-01	3.486979225e+00
9.141088992e-01	3.397424014e+00
9.246158980e-01	3.312284486e+00
9.351228969e-01	3.231380923e+00
9.456298957e-01	3.154532104e+00
9.561368946e-01	3.081555958e+00
9.666438934e-01	3.012270185e+00
9.771508923e-01	2.946492862e+00
9.876578911e-01	2.884043027e+00
9.981648899e-01	2.824741237e+00
1.008671889e+00	2.768410105e+00
1.019178888e+00	2.714874805e+00
1.029685886e+00	2.663963556e+00
1.040192885e+00	2.615508075e+00
1.050699884e+00	2.569344000e+00
1.061206883e+00	2.525311283e+00
1.071713882e+00	2.483254561e+00
1.082220881e+00	2.443023481e+00
1.092727880e+00	2.404473012e+00
1.103234878e+00	2.367463712e+00
1.113741877e+00	2.331861970e+00
1.124248876e+00	2.297540219e+00
1.134755875e+00	2.264377116e+00
1.145262874e+00	2.232257687e+00
1.155769873e+00	2.201073456e+00
1.166276871e+00	2.170722525e+00
1.176783870e+00	2.141109646e+00
1.187290869e+00	2.112146248e+00
1.197797868e+00	2.083750449e+00
1.208304867e+00	2.055847032e+00
1.218811866e+00	2.028367406e+00
1.229318864e+00	2.001249533e+00
1.239825863e+00	1.974437842e+00
1.250332862e+00	1.947883109e+00
1.260839861e+00	1.921542327e+00
1.271346860e+00	1.895378554e+00
1.281853859e+00	1.869360738e+00
1.292360857e+00	1.843463530e+00
1.302867856e+00	1.817667084e+00
1.313374855e+00	1.791956833e+00
1.323881854e+00	1.766323266e+00
1.334388853e+00	1.740761680e+00
1.344895852e+00	1.715271935e+00
1.355402851e+00	1.689858190e+00
1.365909849e+00	1.664528638e+00
1.376416848e+00	1.639295236e+00
1.386923847e+00	1.614173426e+00
1.397430846e+00	1.589181853e+00
1.407937845e+00	1.564342092e+00
1.418444844e+00	1.539678357e+00
1.428951842e+00	1.515217226e+00
1.439458841e+00	1.490987362e+00
1.449965840e+00	1.467019234e+00
1.460472839e+00	1.443344846e+00
1.470979838e+00	1.419997475e+00
1.481486837e+00	1.397011402e+00
1.491993835e+00	1.374421668e+00
1.502500834e+00	1.352263821e+00
1.513007833e+00	1.330573683e+00
1.523514832e+00	1.309387121e+00
1.534021831e+00	1.288739830e+00
1.544528830e+00	1.268667126e+00
1.555035829e+00	1.249203749e+00
1.565542827e+00	1.230383683e+00
1.576049826e+00	1.212239977e+00
1.586556825e+00	1.194804590e+00
1.597063824e+00	1.178108245e+00
1.607570823e+00	1.162180290e+00
1.618077822e+00	1.147048578e+00
1.628584820e+00	1.132739360e+00
1.639091819e+00	1.119277189e+00
1.649598818e+00	1.106684834e+00
1.660105817e+00	1.094983216e+00
1.670612816e+00	1.084191346e+00
1.681119815e+00	1.074326281e+00
1.691626813e+00	1.065403097e+00
1.702133812e+00	1.057434859e+00
1.712640811e+00	1.050432621e+00
1.723147810e+00	1.044405423e+00
1.733654809e+00	1.039360306e+00
1.744161808e+00	1.035302335e+00
1.754668807e+00	1.032234632e+00
1.765175805e+00	1.030158418e+00
1.775682804e+00	1.029073064e+00
1.786189803e+00	1.028976150e+00
1.796696802e+00	1.029863534e+00
1.807203801e+00	1.031729420e+00
1.817710800e+00	1.034566446e+00
1.828217798e+00	1.038365759e+00
1.838724797e+00	1.043117116e+00
1.849231796e+00	1.048808970e+00
1.859738795e+00	1.055428573e+00
1.870245794e+00	1.062962078e+00
1.880752793e+00	1.071394640e+00
1.891259791e+00	1.080710521e+00
1.901766790e+00	1.090893200e+00
1.912273789e+00	1.101925478e+00
1.922780788e+00	1.113789583e+00
1.933287787e+00	1.126467280e+00
1.943794786e+00	1.139939974e+00
1.954301785e+00	1.154188809e+00
1.964808783e+00	1.169194778e+00
1.975315782e+00	1.184938812e+00
1.985822781e+00	1.201401876e+00
1.996329780e+00	1.218565065e+00
2.006836779e+00	1.236409684e+00
2.017343778e+00	1.254917331e+00
2.027850776e+00	1.274069978e+00
2.038357775e+00	1.293850037e+00
2.048864774e+00	1.314240430e+00
2.059371773e+00	1.335224646e+00
2.069878772e+00	1.356786798e+00
2.080385771e+00	1.378911669e+00
2.090892769e+00	1.401584752e+00
2.101399768e+00	1.424792289e+00
2.111906767e+00	1.448521297e+00
2.122413766e+00	1.472759588e+00
2.132920765e+00	1.497495785e+00
2.143427764e+00	1.522719334e+00
2.153934762e+00	1.548420499e+00
2.164441761e+00	1.574590363e+00
2.174948760e+00	1.601220815e+00
2.185455759e+00	1.628304529e+00
2.195962758e+00	1.655834946e+00
2.206469757e+00	1.683806242e+00
2.216976756e+00	1.712213289e+00
2.227483754e+00	1.741051623e+00
2.237990753e+00	1.770317388e+00
2.248497752e+00	1.800007294e+00
2.259004751e+00	1.830118556e+00
2.269511750e+00	1.860648836e+00
2.280018749e+00	1.891596181e+00
2.290525747e+00	1.922958954e+00
2.301032746e+00	1.954735765e+00
2.311539745e+00	1.986925398e+00
2.322046744e+00	2.019526734e+00
2.332553743e+00	2.052538676e+00
2.343060742e+00	2.085960070e+00
2.353567740e+00	2.119789623e+00
2.364074739e+00	2.154025823e+00
2.374581738e+00	2.188666861e+00
2.385088737e+00	2.223710544e+00
2.395595736e+00	2.259154221e+00
2.406102735e+00	2.294994700e+00
