freq(Hz)	1.00e+09	eps_r	4	mu_r	1	sigma	0.00e+00
theta(rad)	RCS(m^2)
1.828217798e+00	1.346023616e+00
1.838724797e+00	1.387589053e+00
1.849231796e+00	1.414470592e+00
1.859738795e+00	1.426924700e+00
1.870245794e+00	1.425916163e+00
1.880752793e+00	1.413051311e+00
1.891259791e+00	1.390479624e+00
1.901766790e+00	1.360769123e+00
1.912273789e+00	1.326762285e+00
1.922780788e+00	1.291420110e+00
1.933287787e+00	1.257662597e+00
1.943794786e+00	1.228213964e+00
1.954301785e+00	1.205460685e+00
1.964808783e+00	1.191329714e+00
1.975315782e+00	1.187193167e+00
1.985822781e+00	1.193804392e+00
1.996329780e+00	1.211268662e+00
2.006836779e+00	1.239049980e+00
2.017343778e+00	1.276013573e+00
2.027850776e+00	1.320501823e+00
2.038357775e+00	1.370439641e+00
2.048864774e+00	1.423463732e+00
2.059371773e+00	1.477068954e+00
2.069878772e+00	1.528764025e+00
2.080385771e+00	1.576228296e+00
2.090892769e+00	1.617461151e+00
2.101399768e+00	1.650915899e+00
2.111906767e+00	1.675610692e+00
2.122413766e+00	1.691210074e+00
2.132920765e+00	1.698072137e+00
2.143427764e+00	1.697257949e+00
2.153934762e+00	1.690501715e+00
2.164441761e+00	1.680142111e+00
2.174948760e+00	1.669017147e+00
2.185455759e+00	1.660326832e+00
2.195962758e+00	1.657469571e+00
2.206469757e+00	1.663859722e+00
2.216976756e+00	1.682734851e+00
2.227483754e+00	1.716961999e+00
2.237990753e+00	1.768852604e+00
2.248497752e+00	1.839995631e+00
2.259004751e+00	1.931117922e+00
2.269511750e+00	2.041979779e+00
2.280018749e+00	2.171312467e+00
2.290525747e+00	2.316802549e+00
2.301032746e+00	2.475126026e+00
2.311539745e+00	2.642033029e+00
2.322046744e+00	2.812481525e+00
2.332553743e+00	2.980816195e+00
2.343060742e+00	3.140986403e+00
2.353567740e+00	3.286795178e+00
2.364074739e+00	3.412169354e+00
2.374581738e+00	3.511439631e+00
2.385088737e+00	3.579618396e+00
2.395595736e+00	3.612662657e+00
2.406102735e+00	3.607709540e+00
2.416609734e+00	3.563272397e+00
2.427116732e+00	3.479386777e+00
2.437623731e+00	3.357697123e+00
2.448130730e+00	3.201477272e+00
2.458637729e+00	3.015580320e+00
2.469144728e+00	2.806316287e+00
2.479651727e+00	2.581259063e+00
2.490158725e+00	2.348987246e+00
2.500665724e+00	2.118766601e+00
2.511172723e+00	1.900184773e+00
2.521679722e+00	1.702751563e+00
2.532186721e+00	1.535480256e+00
2.542693720e+00	1.406467229e+00
2.553200718e+00	1.322488096e+00
2.563707717e+00	1.288629073e+00
2.574214716e+00	1.307971812e+00
2.584721715e+00	1.381348899e+00
2.595228714e+00	1.507185217e+00
2.605735713e+00	1.681437835e+00
2.616242712e+00	1.897643722e+00
2.626749710e+00	2.147080813e+00
2.637256709e+00	2.419043593e+00
2.647763708e+00	2.701229864e+00
2.658270707e+00	2.980230603e+00
2.668777706e+00	3.242110195e+00
2.679284705e+00	3.473059922e+00
2.689791703e+00	3.660103569e+00
2.700298702e+00	3.791830653e+00
2.710805701e+00	3.859130121e+00
2.721312700e+00	3.855895642e+00
2.731819699e+00	3.779672907e+00
2.742326698e+00	3.632219695e+00
2.752833696e+00	3.419950989e+00
2.763340695e+00	3.154244024e+00
2.773847694e+00	2.851581868e+00
2.784354693e+00	2.533518824e+00
2.794861692e+00	2.226456490e+00
2.805368691e+00	1.961225573e+00
2.815875690e+00	1.772475277e+00
2.826382688e+00	1.697879082e+00
2.836889687e+00	1.777172755e+00
2.847396686e+00	2.051047160e+00
2.857903685e+00	2.559924754e+00
2.868410684e+00	3.342654100e+00
2.878917683e+00	4.435161297e+00
2.889424681e+00	5.869100547e+00
2.899931680e+00	7.670548085e+00
2.910438679e+00	9.858784190e+00
2.920945678e+00	1.244520702e+01
2.931452677e+00	1.543241941e+01
2.941959676e+00	1.881352569e+01
2.952466674e+00	2.257167015e+01
2.962973673e+00	2.667984187e+01
2.973480672e+00	3.110096302e+01
2.983987671e+00	3.578826892e+01
2.994494670e+00	4.068597918e+01
3.005001669e+00	4.573024961e+01
3.015508667e+00	5.085038570e+01
3.026015666e+00	5.597028910e+01
3.036522665e+00	6.101010100e+01
3.047029664e+00	6.588799883e+01
3.057536663e+00	7.052209699e+01
3.068043662e+00	7.483239837e+01
3.078550661e+00	7.874274048e+01
3.089057659e+00	8.218267955e+01
3.099564658e+00	8.508925698e+01
3.110071657e+00	8.740859531e+01
3.120578656e+00	8.909727599e+01
3.131085655e+00	9.012345698e+01
3.141592654e+00	9.046769639e+01
